"","H9_E8_r1","H9_E8_r2","H9_L3i_r1","H9_L3i_r2","RUES02_E8","RUES02_L3i"
"ENSG00000230120",0,0,0,0,0,0
"ENSG00000275656",0,0,0,0,0,0
"ENSG00000254127",5,1,4,0,9,0
"ENSG00000242082",169,144,103,93,450,284
"ENSG00000214076",0,0,0,0,0,0
"ENSG00000273325",26,16,20,12,30,20
"ENSG00000234626",0,1,0,0,2,4
"ENSG00000128276",0,2,0,0,2,0
"ENSG00000271093",0,0,0,0,0,0
"ENSG00000205853",24,33,111,8,10,26
"ENSG00000274617",0,0,0,0,0,0
"ENSG00000274170",0,0,0,0,0,0
"ENSG00000230736",21,23,96,14,23,55
"ENSG00000243519",2,0,0,0,0,0
"ENSG00000241954",10,9,59,7,14,24
"ENSG00000232218",9,18,29,21,14,48
"ENSG00000100220",13858,16598,11296,13789,25185,20793
"ENSG00000128245",13683,19527,9839,15939,29818,26765
"ENSG00000227519",0,0,0,4,2,0
"ENSG00000240647",0,0,0,0,0,0
"ENSG00000128254",348,255,117,70,558,559
"ENSG00000230203",2,0,0,4,0,0
"ENSG00000128203",2102,2241,1473,1492,2086,1156
"ENSG00000100104",3774,4194,1839,2605,5866,3890
"ENSG00000100109",6699,5789,5342,4963,9891,8674
"ENSG00000221760",0,0,0,0,0,0
"ENSG00000213707",129,175,44,54,299,202
"ENSG00000286326",2,9,0,3,32,7
"ENSG00000100122",0,11,241,250,8690,2186
"ENSG00000196431",6,3,90,100,6077,1042
"ENSG00000252412",2,8,4,1,6,8
"ENSG00000287236",38,50,258,265,69,166
"ENSG00000235237",0,0,0,0,0,0
"ENSG00000133466",2262,3399,1134,2071,2403,2344
"ENSG00000278195",120,116,15,73,218,264
"ENSG00000226233",0,0,0,0,0,0
"ENSG00000187045",52,74,830,236,53,77
"ENSG00000230712",3,4,0,1,0,1
"ENSG00000215464",6,2,6,7,11,6
"ENSG00000100014",7233,9859,3900,7250,13815,11191
"ENSG00000258555",0,5,2,1,6,1
"ENSG00000128271",61,32,185,16,77,41
"ENSG00000178803",93,23,212,15,98,55
"ENSG00000100024",639,514,219,223,198,156
"ENSG00000228923",24,15,16,0,5,3
"ENSG00000100028",9466,9426,4353,5315,12402,10685
"ENSG00000286070",31,15,46,7,18,6
"ENSG00000178026",3413,3652,1898,2095,2338,1987
"ENSG00000100031",8,33,38,31,7,9
"ENSG00000230947",0,7,11,2,2,1
"ENSG00000215481",30,14,10,1,13,12
"ENSG00000284233",0,0,0,0,0,0
"ENSG00000284070",14,5,8,0,64,31
"ENSG00000224124",0,0,0,0,0,0
"ENSG00000224806",0,0,0,1,0,0
"ENSG00000224334",0,8,2,8,24,17
"ENSG00000237601",0,0,0,0,0,0
"ENSG00000182351",0,0,0,0,0,0
"ENSG00000219438",7544,6135,14433,10947,9515,7796
"ENSG00000100030",23187,26497,18274,21534,34170,29318
"ENSG00000100330",1683,1851,1654,1952,2729,1792
"ENSG00000133454",16,9,13,13,18,14
"ENSG00000228599",0,0,12,2,0,0
"ENSG00000284431",10,17,47,39,10,14
"ENSG00000100359",87,224,142,199,564,369
"ENSG00000229999",4,0,7,1,4,1
"ENSG00000272834",0,1,64,6,3,0
"ENSG00000227413",6,0,14,0,1,2
"ENSG00000232564",4,19,19,6,12,8
"ENSG00000172912",0,0,2,0,0,0
"ENSG00000230071",50,44,48,16,49,44
"ENSG00000231907",0,4,0,0,0,0
"ENSG00000264661",0,0,0,0,1,0
"ENSG00000237977",109,117,42,23,130,48
"ENSG00000235989",31,21,3,7,41,38
"ENSG00000133422",6299,6007,4138,5209,14745,8862
"ENSG00000276664",0,0,0,0,0,0
"ENSG00000276057",0,0,0,0,0,0
"ENSG00000276965",0,0,0,0,0,0
"ENSG00000275307",0,0,0,0,0,0
"ENSG00000269987",0,0,0,0,0,0
"ENSG00000269972",0,0,0,0,0,0
"ENSG00000278008",0,0,0,0,0,0
"ENSG00000182824",0,0,0,0,0,0
"ENSG00000239989",0,0,0,0,0,0
"ENSG00000234764",0,0,0,0,0,0
"ENSG00000161103",6,0,0,0,22,13
"ENSG00000215544",2,3,0,0,2,3
"ENSG00000276095",0,0,0,0,0,0
"ENSG00000279987",0,0,0,0,0,0
"ENSG00000183628",122,69,192,87,1,2
"ENSG00000283809",0,0,0,0,0,0
"ENSG00000284294",0,0,2,1,0,0
"ENSG00000280418",0,0,6,0,2,0
"ENSG00000283583",0,3,4,2,2,0
"ENSG00000237517",0,0,0,0,0,0
"ENSG00000271275",23,20,14,5,73,37
"ENSG00000283366",0,0,0,0,0,0
"ENSG00000270393",0,0,0,0,0,0
"ENSG00000241527",24,8,18,1,18,13
"ENSG00000206739",9,3,2,1,10,1
"ENSG00000273311",160,225,64,68,174,123
"ENSG00000237347",8,36,6,26,12,5
"ENSG00000281530",22,9,12,2,22,7
"ENSG00000184983",14019,13939,4292,7410,16617,12758
"ENSG00000270083",27,32,52,18,82,42
"ENSG00000237037",894,432,532,267,849,679
"ENSG00000213790",14,100,12,64,136,103
"ENSG00000227370",47,61,20,38,70,43
"ENSG00000232710",5,16,11,2,18,15
"ENSG00000281538",213,215,110,217,220,255
"ENSG00000226450",33,19,149,6,20,23
"ENSG00000182057",193,198,64,79,350,264
"ENSG00000230107",13,0,1,1,8,4
"ENSG00000189306",10393,8001,4963,5920,9598,6359
"ENSG00000100246",5253,5905,1661,4541,8219,6128
"ENSG00000221890",5888,6101,5805,5493,10169,5525
"ENSG00000183741",15750,15636,13764,15721,22472,25710
"ENSG00000288106",17,36,1,10,55,105
"ENSG00000235209",12,8,6,14,2,9
"ENSG00000128383",0,0,0,4,4,0
"ENSG00000179750",27,47,6,61,269,126
"ENSG00000249310",0,0,0,0,0,0
"ENSG00000244509",538,774,315,820,1425,1117
"ENSG00000284554",0,0,0,0,0,0
"ENSG00000128394",449,453,300,517,842,603
"ENSG00000259421",1,0,4,2,0,0
"ENSG00000239713",30,19,154,74,61,63
"ENSG00000100324",12630,12182,6200,8986,16787,11804
"ENSG00000128268",12936,11080,13971,11761,22544,14307
"ENSG00000227188",9,9,27,5,23,25
"ENSG00000100335",11825,11869,11407,9407,18647,17100
"ENSG00000285025",0,0,0,0,0,0
"ENSG00000187051",9273,8074,6284,9335,10165,9489
"ENSG00000228045",0,0,4,0,0,0
"ENSG00000286195",8,29,43,20,6,5
"ENSG00000182902",134,137,206,158,222,147
"ENSG00000236754",0,0,18,2,3,12
"ENSG00000131100",12762,13848,13438,17091,17376,9898
"ENSG00000099968",20019,20293,16448,17628,28135,19971
"ENSG00000264757",5,0,0,0,0,0
"ENSG00000269220",6,10,33,17,20,8
"ENSG00000243156",5351,1956,4445,1463,11085,5914
"ENSG00000093100",0,8,13,4,7,9
"ENSG00000286990",19,7,37,4,21,12
"ENSG00000207780",0,2,0,0,0,0
"ENSG00000235445",0,0,2,0,0,0
"ENSG00000234913",2,2,0,0,4,2
"ENSG00000237446",0,0,0,0,1,0
"ENSG00000225335",33,18,21,8,47,33
"ENSG00000236890",2,1,0,0,3,1
"ENSG00000235617",0,0,0,0,0,0
"ENSG00000225225",0,0,0,0,0,0
"ENSG00000286508",6,2,2,0,4,2
"ENSG00000225929",0,4,0,1,3,8
"ENSG00000100312",105,218,223,188,83,153
"ENSG00000254499",2,1,11,1,0,1
"ENSG00000213683",14,39,20,26,26,37
"ENSG00000231253",5,9,21,8,2,6
"ENSG00000228622",0,6,3,3,1,3
"ENSG00000233632",0,0,0,0,0,0
"ENSG00000230741",0,2,0,1,0,2
"ENSG00000266012",0,0,0,0,0,0
"ENSG00000253007",0,0,0,0,0,0
"ENSG00000281295",0,0,0,0,0,0
"ENSG00000232081",0,0,0,0,0,0
"ENSG00000224973",2,3,2,0,1,7
"ENSG00000100416",3669,3397,3126,2317,5409,5113
"ENSG00000230634",0,0,0,0,0,1
"ENSG00000234869",128,94,144,60,68,75
"ENSG00000075240",7736,9686,8131,11000,13748,13565
"ENSG00000232073",0,0,0,0,0,0
"ENSG00000273082",1,1,1,0,5,1
"ENSG00000075275",7273,4311,6150,2771,8929,9936
"ENSG00000015475",3844,5373,3281,7422,6734,4468
"ENSG00000100234",14794,12543,9692,53364,14140,26712
"ENSG00000184164",5545,5924,1636,2882,5787,4477
"ENSG00000188677",461,381,177,327,1408,747
"ENSG00000236831",0,0,0,0,0,0
"ENSG00000237299",0,0,0,0,0,0
"ENSG00000235759",0,0,0,0,0,0
"ENSG00000233408",0,0,0,0,0,0
"ENSG00000215268",0,0,0,0,0,0
"ENSG00000213727",0,0,0,0,0,0
"ENSG00000230643",0,0,0,0,0,0
"ENSG00000276800",2,0,4,0,0,2
"ENSG00000183506",2558,803,2373,579,1178,869
"ENSG00000252143",0,0,0,0,0,0
"ENSG00000222352",0,5,0,2,10,7
"ENSG00000275293",0,0,0,0,1,0
"ENSG00000100403",37750,28215,12566,19580,64270,38901
"ENSG00000167074",7490,6748,5930,6084,6108,10318
"ENSG00000199865",0,0,4,0,4,2
"ENSG00000273424",14,54,15,16,20,8
"ENSG00000183864",14681,17304,17255,15021,25069,35857
"ENSG00000100410",7586,5778,4284,4549,6916,6583
"ENSG00000100413",3968,3306,1677,2040,8347,5412
"ENSG00000100417",3573,4396,2819,3747,5041,3801
"ENSG00000100418",3852,4212,1921,2797,8672,3913
"ENSG00000196419",43438,54255,32953,36308,83438,68934
"ENSG00000200332",0,0,6,1,0,0
"ENSG00000100138",14088,20484,15368,21749,25003,18863
"ENSG00000285531",33,15,12,4,27,27
"ENSG00000207457",0,0,2,0,0,0
"ENSG00000184208",3048,2538,653,897,6582,3694
"ENSG00000231261",0,1,0,0,1,2
"ENSG00000252603",0,0,0,0,0,0
"ENSG00000266503",0,0,0,0,0,0
"ENSG00000100209",692,1101,794,1074,1025,1165
"ENSG00000183765",1335,1901,569,747,2605,2568
"ENSG00000232926",24,4,18,0,5,0
"ENSG00000093010",10475,13181,7341,15520,704,714
"ENSG00000284031",0,2,0,0,0,1
"ENSG00000099889",16862,12064,6327,8023,23282,16282
"ENSG00000183597",1045,1077,775,829,2279,1025
"ENSG00000208023",0,0,0,0,1,0
"ENSG00000236540",46,53,54,33,54,38
"ENSG00000268292",0,0,0,0,0,0
"ENSG00000277950",0,0,4,0,0,0
"ENSG00000284140",0,0,0,0,0,0
"ENSG00000284464",0,0,0,0,0,0
"ENSG00000243762",0,0,0,0,0,0
"ENSG00000278278",0,0,0,1,0,1
"ENSG00000099901",13817,13912,6345,8327,22903,20015
"ENSG00000264346",0,0,0,0,0,0
"ENSG00000099904",4315,5468,5464,6456,9287,6162
"ENSG00000234409",67,28,83,4,49,22
"ENSG00000233471",0,2,0,0,0,0
"ENSG00000287146",59,74,83,111,92,82
"ENSG00000100084",2055,3300,1789,2912,5052,4113
"ENSG00000244296",0,2,0,0,1,2
"ENSG00000185065",248,206,100,59,476,190
"ENSG00000070010",4644,5369,4090,3599,8514,5333
"ENSG00000273300",0,0,0,0,0,0
"ENSG00000273212",26,45,9,24,31,30
"ENSG00000093009",1002,1322,7,57,3087,2963
"ENSG00000287652",15,0,2,0,17,0
"ENSG00000281548",0,0,0,0,0,0
"ENSG00000230485",0,0,0,0,0,0
"ENSG00000225007",0,0,0,0,0,0
"ENSG00000184702",189,170,92,126,801,366
"ENSG00000284874",96,24,35,0,179,53
"ENSG00000203618",0,0,0,0,0,0
"ENSG00000185838",768,956,947,1293,1347,1034
"ENSG00000235776",16,61,25,83,39,64
"ENSG00000215012",4576,5585,4702,4753,9978,6701
"ENSG00000249923",32,24,90,12,89,8
"ENSG00000040608",4515,7066,5923,7392,5052,3895
"ENSG00000221039",0,1,2,0,0,1
"ENSG00000161132",142,79,130,100,90,149
"ENSG00000128185",8201,5245,2952,3252,8647,5614
"ENSG00000273343",86,57,120,31,111,74
"ENSG00000184470",3291,3032,1081,2574,28,16
"ENSG00000073146",35,33,2,6,48,31
"ENSG00000280395",0,0,0,0,0,0
"ENSG00000073150",3966,3320,1677,2120,3408,2423
"ENSG00000170638",4212,3537,2712,3076,6174,4272
"ENSG00000273188",172,218,91,178,189,162
"ENSG00000273253",1059,517,98,209,584,391
"ENSG00000272836",53,87,98,15,72,58
"ENSG00000273137",113,77,207,36,120,81
"ENSG00000128159",6614,3468,4751,2559,7771,3614
"ENSG00000100429",27,16,92,15,46,27
"ENSG00000188130",4127,3285,2644,2392,7148,3394
"ENSG00000185386",1053,686,316,392,3158,1184
"ENSG00000242259",8977,10104,4464,6812,12047,8394
"ENSG00000167077",37,33,6,17,91,23
"ENSG00000206813",0,0,0,0,0,0
"ENSG00000184068",287,146,446,136,339,385
"ENSG00000198911",65180,83692,140333,123568,77218,84178
"ENSG00000207932",0,0,0,0,0,4
"ENSG00000159958",56,264,53,71,412,384
"ENSG00000283829",0,0,0,0,0,0
"ENSG00000100162",1090,1711,146,488,3823,3715
"ENSG00000224883",2,0,0,0,6,3
"ENSG00000183066",6,5,21,10,13,6
"ENSG00000215347",4,5,1,1,3,2
"ENSG00000198951",5252,7378,1608,3572,11969,10508
"ENSG00000286659",45,80,26,11,79,39
"ENSG00000177096",68,30,16,32,81,39
"ENSG00000238498",0,0,0,0,0,0
"ENSG00000100147",4854,5480,2274,2342,7165,4553
"ENSG00000238584",0,0,0,0,0,0
"ENSG00000100281",6578,9343,4937,6409,9949,12047
"ENSG00000273176",2,9,3,8,3,9
"ENSG00000266320",0,0,1,0,0,0
"ENSG00000274280",0,0,0,0,0,0
"ENSG00000282602",2,0,14,0,0,0
"ENSG00000282041",0,0,2,0,0,0
"ENSG00000100297",7453,7550,712,1602,19497,20815
"ENSG00000100292",1162,579,717,3130,1024,1014
"ENSG00000138867",7719,9724,8190,7949,12872,13044
"ENSG00000166862",230,143,44,83,672,92
"ENSG00000100191",2,7,27,7,20,7
"ENSG00000133424",9584,11174,10605,10284,19758,13965
"ENSG00000241484",30,87,313,64,67,73
"ENSG00000100298",3,17,59,8,0,0
"ENSG00000215403",2,0,2,0,7,0
"ENSG00000185264",0,0,0,0,0,0
"ENSG00000128309",9302,10385,15360,18184,11949,13189
"ENSG00000279738",101,188,372,182,197,155
"ENSG00000207227",0,0,0,0,0,0
"ENSG00000278948",193,243,531,423,573,392
"ENSG00000128346",336,397,817,707,782,448
"ENSG00000272582",1,15,61,95,41,33
"ENSG00000100142",5508,6338,3812,6262,9205,7977
"ENSG00000284289",0,3,0,1,0,0
"ENSG00000284266",0,1,0,1,0,2
"ENSG00000222044",9,6,32,4,4,5
"ENSG00000273214",2,2,20,0,1,0
"ENSG00000100151",3224,3030,1307,1420,5827,3239
"ENSG00000233739",0,0,0,0,0,0
"ENSG00000272720",28,15,26,4,31,13
"ENSG00000279080",20,39,32,24,16,10
"ENSG00000128298",329,153,188,45,230,102
"ENSG00000161179",2353,2224,1714,2259,3491,2442
"ENSG00000161180",75,65,79,39,55,132
"ENSG00000273342",15,25,4,10,15,24
"ENSG00000128228",1823,2555,1188,1526,2051,2416
"ENSG00000212102",1,0,2,0,2,0
"ENSG00000283871",0,0,0,0,0,0
"ENSG00000284630",45,41,57,12,63,61
"ENSG00000284651",35,12,14,9,17,16
"ENSG00000284654",26,32,21,29,50,26
"ENSG00000284621",11,13,10,4,9,11
"ENSG00000272954",35,41,32,63,58,51
"ENSG00000100023",6198,6695,2833,3223,11934,6432
"ENSG00000100027",2157,1899,1120,1382,4554,2652
"ENSG00000286365",16,9,51,15,48,17
"ENSG00000244671",2,8,6,8,5,6
"ENSG00000286127",0,2,11,3,1,1
"ENSG00000287446",5,6,0,2,10,6
"ENSG00000185252",6637,6189,8717,9044,13520,10361
"ENSG00000207343",2,0,2,0,0,0
"ENSG00000277971",0,0,0,0,0,0
"ENSG00000099910",5719,6432,3337,5461,9276,6309
"ENSG00000215493",16,11,50,13,72,24
"ENSG00000255156",1,10,0,2,3,0
"ENSG00000201916",3,2,0,2,3,1
"ENSG00000242876",0,13,0,2,2,3
"ENSG00000236670",5,29,8,12,37,20
"ENSG00000236003",1,4,0,0,1,0
"ENSG00000133433",24,2,6,4,76,58
"ENSG00000228039",2,2,0,0,3,0
"ENSG00000099974",3,0,0,0,23,7
"ENSG00000272787",13,18,19,27,32,14
"ENSG00000224205",0,1,0,0,0,0
"ENSG00000250470",0,0,0,0,0,0
"ENSG00000235689",0,2,5,4,0,3
"ENSG00000099991",17495,15703,13500,9977,32787,24299
"ENSG00000232545",70,16,62,3,60,6
"ENSG00000177993",0,12,0,6,9,0
"ENSG00000183762",17649,18672,17087,22327,16668,17808
"ENSG00000226772",0,1,4,2,0,2
"ENSG00000200871",1,0,0,0,0,6
"ENSG00000251952",0,0,0,0,0,0
"ENSG00000186998",1211,1067,299,793,2578,1687
"ENSG00000100263",6158,4984,4965,4581,7819,4407
"ENSG00000237015",38,32,121,42,36,46
"ENSG00000100276",188,79,46,148,58,101
"ENSG00000273216",4,0,0,0,6,0
"ENSG00000280968",2,0,0,1,1,0
"ENSG00000239127",0,0,0,0,0,0
"ENSG00000242156",0,0,0,0,4,0
"ENSG00000278292",0,0,0,0,2,0
"ENSG00000225465",1237,853,622,647,1064,519
"ENSG00000100285",1021,590,862,426,1993,951
"ENSG00000282816",0,0,0,0,0,0
"ENSG00000100296",4342,4385,2348,2821,8574,5589
"ENSG00000234208",0,2,0,0,0,0
"ENSG00000184117",25276,26004,8226,15894,50245,33706
"ENSG00000186575",8027,12016,6802,11093,17656,9772
"ENSG00000233010",0,22,32,16,8,10
"ENSG00000232396",633,406,148,454,361,565
"ENSG00000100314",28870,23642,7230,22172,26970,23649
"ENSG00000100319",2969,3189,1570,2436,3334,2888
"ENSG00000200976",1,0,6,0,0,0
"ENSG00000287967",50,7,34,2,16,4
"ENSG00000184076",4605,7567,2386,6331,7441,5487
"ENSG00000239282",29,126,73,159,121,117
"ENSG00000248751",0,0,0,0,0,0
"ENSG00000099992",1650,1560,1698,1596,1754,942
"ENSG00000099995",18003,21386,27820,21550,35974,36535
"ENSG00000099999",4737,4314,2185,3696,4902,3593
"ENSG00000100003",2363,2621,2275,2284,2354,3291
"ENSG00000249590",0,0,0,0,0,0
"ENSG00000273350",12,15,52,29,24,5
"ENSG00000222915",2,1,4,2,5,1
"ENSG00000272689",3,3,7,6,17,7
"ENSG00000242114",194,380,144,242,706,747
"ENSG00000273428",12,11,8,2,4,55
"ENSG00000230137",0,4,2,0,0,0
"ENSG00000100012",0,1,17,8,0,4
"ENSG00000181123",0,0,0,2,0,2
"ENSG00000214161",0,0,0,0,0,2
"ENSG00000133488",2,3,19,16,16,21
"ENSG00000225774",55,48,2,14,106,84
"ENSG00000128242",539,825,1248,605,679,953
"ENSG00000100029",9203,10448,9241,8836,17001,15234
"ENSG00000223831",4,5,0,8,4,0
"ENSG00000099958",296,547,156,90,181,228
"ENSG00000251357",0,0,0,0,0,0
"ENSG00000279467",52,102,39,18,61,11
"ENSG00000244425",126,141,41,71,170,81
"ENSG00000240972",59,146,17,66,148,109
"ENSG00000273295",125,179,256,55,5,12
"ENSG00000225282",8,22,25,13,6,13
"ENSG00000206090",0,0,0,0,0,0
"ENSG00000231271",0,0,0,0,0,1
"ENSG00000099994",1419,1832,74,334,4989,1275
"ENSG00000233080",0,0,0,4,2,0
"ENSG00000273068",0,0,0,0,0,0
"ENSG00000238153",0,0,0,0,0,0
"ENSG00000100284",5679,5756,5953,6184,7182,5348
"ENSG00000224279",0,3,2,2,0,0
"ENSG00000230912",25,30,19,4,18,11
"ENSG00000287219",9,20,18,2,12,15
"ENSG00000100216",5528,10256,4375,10065,12632,11555
"ENSG00000229598",32,12,43,13,14,10
"ENSG00000244491",0,0,0,0,0,1
"ENSG00000230149",8,0,2,1,8,5
"ENSG00000273096",1,1,7,0,13,1
"ENSG00000225450",7,9,4,0,5,9
"ENSG00000272669",40,65,8,32,45,54
"ENSG00000273076",6,18,9,6,7,6
"ENSG00000100197",323,107,299,40,212,97
"ENSG00000100427",2,4,10,0,31,14
"ENSG00000196576",50312,39601,38680,37158,65887,72046
"ENSG00000227484",0,0,12,2,2,0
"ENSG00000223461",45,69,63,49,71,34
"ENSG00000272682",21,36,32,14,65,38
"ENSG00000231086",10,26,11,12,23,17
"ENSG00000100056",4741,4658,4153,4371,8446,7133
"ENSG00000206203",0,0,0,0,0,0
"ENSG00000063515",134,134,44,78,26,28
"ENSG00000100075",7686,11581,8790,12661,15513,17782
"ENSG00000280007",37,77,178,26,115,82
"ENSG00000187979",0,0,0,0,0,0
"ENSG00000276160",0,0,0,0,0,0
"ENSG00000274044",0,0,0,0,0,0
"ENSG00000276874",0,0,0,0,0,0
"ENSG00000275060",0,0,0,0,0,0
"ENSG00000183785",6,30,14,19,39,28
"ENSG00000239900",1038,1557,631,972,2770,1843
"ENSG00000237472",0,0,0,0,0,0
"ENSG00000223679",0,0,0,0,0,0
"ENSG00000100218",156,189,83,134,482,397
"ENSG00000128266",19661,19898,12221,16037,25770,13657
"ENSG00000283438",6,1,2,18,21,7
"ENSG00000275635",6,1,1,1,9,4
"ENSG00000186716",15228,10910,11931,8098,27352,13893
"ENSG00000236794",3,12,33,15,27,20
"ENSG00000240160",0,0,12,0,2,0
"ENSG00000230701",18,28,18,16,69,32
"ENSG00000288683",0,0,0,0,0,0
"ENSG00000100116",1635,1842,2273,2507,3906,2096
"ENSG00000128310",16,14,78,34,3,20
"ENSG00000284197",0,9,0,7,26,16
"ENSG00000207696",8,4,5,2,10,0
"ENSG00000100129",29696,43878,53768,57469,50772,54934
"ENSG00000100139",5230,5331,10023,7263,15813,9563
"ENSG00000100412",17046,15593,9667,10811,23342,14080
"ENSG00000100280",22810,21344,7505,12139,39562,22513
"ENSG00000185608",3001,3056,1159,2066,3738,1847
"ENSG00000100033",22,14,34,12,16,6
"ENSG00000233577",9,7,0,3,20,7
"ENSG00000285968",0,0,0,0,1,0
"ENSG00000285690",0,0,0,0,0,0
"ENSG00000206066",0,0,0,0,0,0
"ENSG00000230637",7,5,17,5,10,4
"ENSG00000231466",19,32,22,35,83,42
"ENSG00000272942",28,26,0,2,27,20
"ENSG00000272798",11,9,8,0,7,5
"ENSG00000271138",5,0,0,0,7,0
"ENSG00000277872",0,0,0,0,0,0
"ENSG00000272977",225,356,80,152,596,330
"ENSG00000243811",1,8,42,34,19,16
"ENSG00000215193",7375,7412,4155,4962,13552,7649
"ENSG00000099937",2,2,13,2,7,2
"ENSG00000099940",3708,4698,2954,3579,8049,7289
"ENSG00000272600",0,0,0,0,0,0
"ENSG00000099942",17942,22386,26372,23819,34189,38482
"ENSG00000285314",1,7,16,19,3,8
"ENSG00000184436",6730,6935,4944,6814,7186,7238
"ENSG00000284060",0,0,0,0,0,0
"ENSG00000226872",0,0,0,0,3,2
"ENSG00000207575",1,0,0,2,0,6
"ENSG00000249680",8,11,22,4,4,6
"ENSG00000284665",0,0,1,0,0,0
"ENSG00000100207",15398,12131,18939,10485,23035,16402
"ENSG00000288719",2,7,12,0,1,4
"ENSG00000279652",12,4,10,1,7,2
"ENSG00000279927",0,0,0,5,2,1
"ENSG00000279217",0,2,0,3,4,2
"ENSG00000279714",2,0,2,1,1,0
"ENSG00000279805",0,2,4,6,3,0
"ENSG00000233764",0,4,0,0,0,0
"ENSG00000231576",0,4,0,3,0,0
"ENSG00000237948",0,0,0,0,0,0
"ENSG00000225557",0,2,0,0,0,0
"ENSG00000237129",6,0,0,0,0,0
"ENSG00000229088",0,0,0,0,0,0
"ENSG00000100336",1520,1433,312,863,347,307
"ENSG00000099954",10507,9631,13061,6294,19450,15192
"ENSG00000229492",12,19,38,4,8,4
"ENSG00000232305",0,0,6,0,0,1
"ENSG00000183773",591,398,260,579,1942,1223
"ENSG00000100258",7147,7430,6312,7281,10946,9714
"ENSG00000025770",10839,9188,2993,4353,16958,12801
"ENSG00000284194",18,120,24,80,184,145
"ENSG00000272821",0,0,0,0,0,0
"ENSG00000025708",243,152,199,103,250,228
"ENSG00000273272",0,0,0,0,2,0
"ENSG00000272666",0,0,8,0,2,0
"ENSG00000130487",12,32,12,8,387,178
"ENSG00000217442",354,303,32,42,124,20
"ENSG00000205560",69,56,183,21,83,63
"ENSG00000254413",25,22,33,3,58,7
"ENSG00000100288",37,23,66,16,97,37
"ENSG00000205559",404,400,242,109,1267,518
"ENSG00000272940",31,31,19,11,35,12
"ENSG00000008735",26099,23632,12504,15228,36369,12304
"ENSG00000100299",3135,3279,1619,3035,6697,4309
"ENSG00000206140",119,46,58,20,60,46
"ENSG00000100228",2776,4725,482,993,6419,5107
"ENSG00000189060",178713,215214,92170,170613,129924,94332
"ENSG00000184113",4442,3769,664,1820,10150,4662
"ENSG00000184949",1221,1140,731,248,1954,1739
"ENSG00000183246",22,27,6,14,10,4
"ENSG00000100249",86,75,12,32,22,72
"ENSG00000200985",0,0,3,0,0,0
"ENSG00000225544",2,4,12,3,9,2
"ENSG00000100034",5375,4424,1888,3046,7882,7125
"ENSG00000224086",586,424,269,160,1677,412
"ENSG00000100038",40,27,51,29,114,51
"ENSG00000253239",0,0,0,0,0,0
"ENSG00000211637",0,0,0,0,0,0
"ENSG00000254355",0,0,0,0,0,0
"ENSG00000278657",0,0,0,0,0,0
"ENSG00000249333",0,0,0,0,0,0
"ENSG00000211642",0,0,0,0,0,0
"ENSG00000253794",0,0,0,0,0,0
"ENSG00000228161",0,0,0,0,0,0
"ENSG00000253874",0,0,0,0,0,0
"ENSG00000254075",0,0,0,0,0,0
"ENSG00000254161",0,0,0,0,0,0
"ENSG00000253242",0,0,0,0,0,0
"ENSG00000253752",0,2,0,0,0,0
"ENSG00000253823",3,0,0,0,0,0
"ENSG00000275361",0,2,0,4,0,0
"ENSG00000211638",0,0,0,0,0,0
"ENSG00000225741",0,0,0,0,0,0
"ENSG00000263366",8,0,2,0,7,4
"ENSG00000236118",0,0,0,0,0,0
"ENSG00000233720",0,0,0,0,0,0
"ENSG00000211639",0,0,0,0,0,0
"ENSG00000227710",0,0,0,0,0,0
"ENSG00000224465",0,0,0,0,0,0
"ENSG00000254308",0,0,0,0,0,0
"ENSG00000253637",0,0,0,0,0,0
"ENSG00000236323",0,0,0,0,0,0
"ENSG00000211640",0,0,0,0,4,1
"ENSG00000253126",0,0,0,0,0,0
"ENSG00000211641",0,0,0,0,0,0
"ENSG00000253935",0,0,0,0,0,0
"ENSG00000228050",2,2,5,0,17,1
"ENSG00000234726",0,0,0,0,0,0
"ENSG00000169575",0,0,0,0,0,0
"ENSG00000279278",72,112,197,13,118,69
"ENSG00000274422",283,406,1061,252,285,179
"ENSG00000234630",38,12,188,17,101,35
"ENSG00000286129",85,107,44,62,349,134
"ENSG00000272779",9,26,17,30,58,40
"ENSG00000211643",0,6,1,0,1,0
"ENSG00000211644",10,2,2,0,2,1
"ENSG00000211645",6,0,4,0,4,7
"ENSG00000225724",16,7,0,0,3,5
"ENSG00000223350",0,0,0,0,0,0
"ENSG00000232515",0,0,0,0,1,0
"ENSG00000211647",0,0,0,0,0,0
"ENSG00000211648",2,5,4,1,0,0
"ENSG00000237428",0,0,0,0,0,0
"ENSG00000211649",0,2,0,0,0,0
"ENSG00000232603",0,0,0,0,0,0
"ENSG00000211650",0,0,0,0,0,0
"ENSG00000211651",0,0,0,2,0,0
"ENSG00000211652",0,0,0,0,0,0
"ENSG00000254175",0,0,0,0,0,0
"ENSG00000254073",0,0,0,0,0,0
"ENSG00000253818",11,3,0,1,2,4
"ENSG00000211653",84,10,0,3,0,0
"ENSG00000224144",326,67,10,6,0,0
"ENSG00000253889",6,0,0,0,0,0
"ENSG00000211654",0,2,8,0,1,0
"ENSG00000211655",0,0,0,0,0,0
"ENSG00000230821",0,0,0,0,0,0
"ENSG00000253631",0,0,0,0,0,0
"ENSG00000226595",0,0,0,0,0,0
"ENSG00000187860",860,973,197,331,2002,1765
"ENSG00000177989",358,325,198,196,415,418
