"","H9_E8_r1","H9_E8_r2","H9_L3i_r1","H9_L3i_r2","RUES02_E8","RUES02_L3i"
"ENSG00000253475",0,5,9,2,12,0
"SARAF",45912,53954,40320,50536,58075,39297
"BUD31P1",0,0,0,0,0,0
"LOC101929268",0,0,0,0,0,0
"CYP7B1",2427,3137,1475,1594,4475,3654
"ENSG00000253670",0,0,0,0,0,0
"ENSG00000253892",0,0,0,0,0,0
"CA8",1463,1610,649,1390,2926,5553
"ENSG00000248347",0,0,0,1,0,0
"ENSG00000244159",0,3,8,0,3,0
"ENSG00000241431",6,20,10,30,6,12
"ASNSP4",0,0,0,6,0,0
"ENSG00000253817",0,0,0,1,0,0
"ENSG00000253708",3,1,8,0,10,2
"ENSG00000229211",2,2,0,0,2,0
"ENSG00000284717",0,0,0,0,0,0
"ENSG00000253317",0,0,0,0,0,0
"RNF122",1649,3102,1828,4213,6703,5654
"ENSG00000253697",0,0,2,0,0,0
"ENSG00000275115",0,0,0,0,0,0
"LOC105375826",10,0,0,0,0,0
"VPS51P19",0,0,0,0,0,0
"ENSG00000253484",1,0,0,0,0,0
"ENSG00000253976",0,0,2,0,0,0
"ENSG00000279858",0,0,0,0,6,0
"ENSG00000253190",4,13,3,4,21,12
"LOC105375875",0,0,4,0,0,0
"ENSG00000287844",10,14,0,13,37,14
"LOC100419616",0,0,0,0,0,0
"ENSG00000253711",4,0,0,0,4,0
"ADAM5",2,0,0,0,0,0
"LINC00588",2,0,6,0,0,0
"ENSG00000253688",0,0,0,0,0,0
"ZMAT4",2130,1712,819,2029,2211,1527
"CRISPLD1",8283,6720,2433,5439,8440,9459
"R3HCC1",12550,10528,2714,4878,16217,11564
"ENSG00000254131",0,0,0,0,0,0
"NEFM",4526,4384,2366,3003,24606,8758
"ENSG00000254001",0,0,0,0,0,0
"PEX2",9786,8982,5185,8691,10048,9216
"ENSG00000253667",34,10,82,13,13,6
"LINC03023",4,0,0,0,0,1
"PXDNL",35,25,21,22,76,25
"LOC100507403",162,125,30,80,183,41
"ENSG00000226301",0,0,0,0,0,0
"ENSG00000254325",2,0,2,0,0,1
"ENSG00000254136",0,0,0,0,0,0
"ENSG00000215177",0,0,0,0,0,0
"ENSG00000270076",55,39,30,37,55,38
"RPL3P9",2,2,0,6,6,6
"ENSG00000260955",12,3,8,7,9,0
"LOC100420532",0,2,0,0,0,0
"ZFHX4",8847,8529,5582,7310,24324,15804
"ENSG00000253659",2,0,0,0,1,0
"ENSG00000254204",0,0,0,0,0,0
"ENSG00000254051",2,0,0,0,0,0
"ENSG00000254305",24,22,2,5,105,5
"CLVS1",1009,1195,402,1245,2716,1880
"C8orf74",4,0,2,0,0,0
"LOC105375861",0,0,4,0,1,2
"ENSG00000253849",0,0,0,0,0,0
"ARMC1",8468,7578,7253,7679,11123,8053
"ENSG00000253235",0,0,0,0,0,1
"ENSG00000254162",62,75,18,10,50,103
"ENSG00000253216",0,0,0,0,0,0
"ALG1L11P",3,5,3,6,5,2
"ENSG00000287185",4,11,4,0,3,2
"XKR9",243,238,109,162,47,25
"ENSG00000253340",0,0,0,0,0,0
"ENSG00000254367",0,0,0,0,0,2
"ENSG00000253762",14,6,1,5,13,4
"ENSG00000254330",0,1,0,0,0,0
"PAG1",6806,5810,5815,4318,8939,5193
"ENSG00000254177",0,0,0,0,0,0
"LOC100130861",0,0,0,0,0,0
"ENSG00000254105",0,3,0,5,7,5
"ENSG00000272264",308,273,191,89,94,19
"COX6CP8",0,1,0,0,0,0
"ENSG00000250979",6,4,3,0,3,2
"SULF1",11030,7997,8989,3318,18926,17001
"ENSG00000254086",0,0,0,0,0,0
"ENSG00000215096",0,0,0,0,0,0
"ENSG00000276418",0,0,0,0,0,0
"C8orf34",1705,2051,262,262,1530,352
"LINC00967",0,1,0,0,0,2
"LOC100533622",0,0,0,0,0,0
"CA3",382,333,143,298,793,952
"ENSG00000277436",0,0,0,0,0,0
"ENSG00000253983",0,0,0,0,3,0
"NARS1P2",0,0,0,0,0,0
"ENSG00000253238",5,7,2,25,3,5
"ENSG00000250962",0,0,0,0,0,0
"DPPA3P9",0,0,0,0,0,0
"HNF4G",48,75,35,29,80,31
"RPS5P5",0,0,0,0,0,0
"ENSG00000271167",2,0,0,0,0,0
"ENSG00000254274",1,6,10,0,2,0
"BPNT2",22670,24380,36086,26078,32226,21043
"ENSG00000275928",0,0,0,0,0,0
"RPL13AP18",0,0,2,5,2,1
"ENSG00000253952",0,0,0,0,0,0
"LINC02849",16,2,0,5,6,2
"RBIS",2454,2563,1363,2145,2281,2208
"ENSG00000213881",16,31,43,34,24,28
"ENSG00000254383",115,40,1,0,1,0
"STAU2",13708,12361,6985,8369,18693,11699
"ENSG00000272425",90,62,0,6,136,54
"ENSG00000274343",0,0,0,0,0,0
"ENSG00000253383",0,0,0,0,0,0
"ENSG00000253836",0,0,0,0,0,0
"LINC02984",40,76,0,18,91,102
"PKIA-AS1",88,103,124,116,205,116
"ENSG00000258677",0,0,0,0,0,0
"ENSG00000254020",0,0,0,0,0,0
"ENSG00000253964",0,0,0,0,0,0
"LOC100422267",0,0,0,0,0,0
"ENSG00000253577",0,0,0,0,0,0
"CALB1",20187,13954,479,572,7476,1777
"ENSG00000258256",2,9,8,20,5,8
"NECAB1",778,630,476,764,480,631
"ENSG00000285744",20,13,3,0,35,2
"WWP1-AS1",26,24,6,8,8,6
"ENSG00000270971",0,0,0,0,1,0
"ENSG00000206228",10,24,2,15,50,65
"LOC105375638",0,1,0,0,2,0
"ENSG00000251867",357,370,47,90,368,188
"LOC102724710",0,0,0,0,0,0
"SLC2A13P1",0,0,0,0,0,0
"LOC124906712",103,108,12,30,111,78
"ENSG00000205176",0,0,0,0,0,0
"ENSG00000254070",0,0,0,0,0,0
"ENSG00000203413",0,0,0,10,0,0
"GEM",2802,2952,5081,9673,4072,8853
"ZBTB10",14807,15231,17723,15952,21867,24089
"LOC100129527",0,0,0,0,0,0
"MMP16",2788,1793,3232,2048,5753,4825
"ENSG00000254195",0,2,0,0,0,0
"ENSG00000253391",0,0,0,0,0,0
"ENSG00000254089",0,0,0,0,0,0
"PSKH2",26,4,10,8,20,0
"PRDM14",0,1,0,0,0,0
"ENSG00000254538",4,3,8,2,8,0
"FABP5",2910,1889,642,685,3037,1522
"E2F5-DT",85,17,14,8,22,24
"ENSG00000277422",0,0,0,0,0,0
"ENSG00000270077",13,6,0,0,2,0
"ENSG00000260317",154,170,24,45,71,148
"ENSG00000253681",0,0,0,0,0,1
"LINC01111",0,0,3,0,0,0
"ENSG00000288005",2,0,0,0,2,0
"ENSG00000254366",23,22,13,21,38,8
"RPS15AP25",2,0,0,0,0,0
"ENSG00000248762",0,0,0,0,0,0
"ENSG00000253226",0,0,0,0,0,0
"LOC101929488",0,0,0,0,0,0
"LINC01592",0,1,0,0,2,0
"ENSG00000253549",401,303,408,340,615,397
"CIBAR1-DT",137,84,29,85,239,231
"LOC102724858",2,0,14,19,2,62
"ENSG00000254014",2,0,0,0,0,0
"ENSG00000254120",2,0,0,0,0,0
"PDP1",4775,3443,3573,2675,6337,4898
"ENSG00000253655",0,0,0,0,0,3
"TRPA1",0,4,0,0,11,28
"ENSG00000253675",0,0,0,0,0,0
"MSC-AS1",2,0,8,1,22,26
"LOC107986954",80,32,2,2,157,6
"CDH17",16,4,16,20,15,4
"ENSG00000254048",0,0,0,0,0,4
"ENSG00000272518",60,29,19,33,49,46
"ENSG00000253468",0,0,0,0,0,0
"ENSG00000275386",0,0,0,0,0,0
"LOC100420845",2,0,0,0,0,0
"ENSG00000270416",0,0,0,0,0,0
"NSMAF",3786,3758,2390,3123,6284,5294
"MTDH",19400,19187,20941,18221,24199,21572
"ENSG00000251234",0,0,0,0,0,0
"PSMC2P2",6,0,0,0,0,0
"POP1",2129,1656,524,882,4505,2175
"STAU2-AS1",15,20,2,2,24,29
"ERICH5",4055,5345,4618,9692,3573,4742
"ENSG00000250857",0,0,0,0,0,0
"ENSG00000274116",0,0,0,0,0,0
"ENSG00000253237",0,0,0,0,0,0
"LOC124901966",72,59,20,39,82,6
"IRF5P1",0,1,2,0,2,0
"LOC100422614",13,5,10,16,4,9
"ENSG00000270866",0,0,0,0,0,0
"ENSG00000253901",6,41,20,16,10,9
"RPS23P1",44,26,0,3,12,2
"C8orf34-AS1",229,343,14,18,221,57
"ENSG00000253105",0,0,0,4,6,1
"MRPS28",470,933,142,484,1263,934
"DCAF4L2",0,0,0,0,0,0
"ENSG00000254208",21,22,15,9,54,34
"ENSG00000253217",0,0,0,0,1,0
"SLCO5A1",3327,2887,4339,3889,12192,4474
"LOC101927040",16,3,11,3,20,18
"ENSG00000270131",0,0,2,0,0,0
"LOC101926956",2,0,0,5,0,1
"RPL6P23",0,0,0,0,0,0
"ENSG00000253960",0,0,0,0,0,0
"ENSG00000271156",0,0,0,4,8,7
"TGS1",5941,5899,1674,2225,6327,7833
"ENSG00000253416",0,0,0,0,2,0
"LINC02235",18,8,10,17,32,24
"ENSG00000248978",0,0,0,0,0,4
"ZNF706",8301,8210,4041,6338,10102,7587
"ENSG00000273567",0,0,0,0,0,0
"YWHAZ",114861,123693,51847,73736,168022,113274
"WRN",2779,1942,3111,1411,4781,3424
"ENSG00000254182",0,0,0,0,0,0
"RPL30",53246,65323,50951,95643,56696,69631
"ENSG00000254060",0,0,0,0,0,1
"LOC124901942",2,0,0,0,0,0
"SLC7A13",0,0,0,0,0,0
"LOC105375851",0,0,0,0,0,0
"CA13",1314,1226,560,768,1664,814
"ENSG00000254027",115,73,4,16,183,76
"ENSG00000254180",161,56,99,54,49,42
"ENSG00000257962",0,0,0,0,0,0
"RPS4XP10",0,5,4,0,0,0
"ENSG00000253362",0,0,6,2,0,0
"ENSG00000254387",0,0,0,0,1,4
"RPSAP47",1074,11,1298,31,12,28
"FLJ46284",51,44,78,4,32,29
"FSBP",2767,2283,1070,1447,2864,1968
"ENSG00000254063",0,0,0,0,0,0
"TMEM64",10391,9659,13564,16770,5850,9685
"RPS2P33",0,0,0,4,0,0
"ENSG00000253503",2,0,3,0,0,0
"ENSG00000255101",0,2,0,0,4,0
"REXO1L12P",0,0,0,0,0,0
"ENSG00000254205",2,4,0,1,0,4
"LINC02839",0,0,0,0,0,0
"ENSG00000254212",0,0,0,0,0,1
"NIPAL2",3585,2808,1648,1155,3877,1563
"ENSG00000254380",0,0,0,0,0,0
"ENSG00000239281",0,0,0,0,0,0
"ENSG00000253680",0,0,0,0,0,0
"CA2",5168,3924,11425,10174,13139,3482
"UQCRB-AS1",76,86,5,18,89,37
"ENSG00000254202",11,30,38,77,74,92
"LINC02906",0,0,0,0,3,0
"ADAM18",0,0,0,0,0,0
"LOC105375635",0,1,35,4,0,2
"ENSG00000248159",8,22,13,14,30,13
"ENSG00000253118",0,0,0,0,0,0
"ENSG00000270861",3,6,0,0,9,0
"ENSG00000253737",22,2,0,11,18,2
"RIDA",8255,6430,2766,5041,5765,3103
"ENSG00000272249",0,0,0,0,0,0
"POLR2K",9928,6072,3319,4686,7160,5508
"ENSG00000250031",8,7,18,0,17,1
"ENSG00000276540",0,0,0,0,0,0
"WWP1",8222,6101,7489,6022,8132,5909
"TRIQK",7140,5852,5624,4395,6801,5367
"MIR378D2HG",11,0,0,10,11,3
"LOC100420534",0,0,0,0,0,0
"ENSG00000287615",0,0,4,0,0,0
"RPL34P18",26,12,20,8,6,4
"E2F5",2884,3036,2954,2980,3863,4822
"LOC105375623",4,0,0,0,0,0
"RALYL",1009,1183,1233,2963,3002,5130
"ENSG00000271148",0,0,0,0,0,0
"ENSG00000253299",0,0,0,0,0,0
"CYP4F44P",0,0,0,0,0,0
"ENSG00000270980",0,0,0,0,1,0
"LINC01419",0,0,0,0,0,0
"KCNV1",41,39,62,80,23,12
"ENSG00000255402",0,0,0,0,0,0
"ENSG00000233858",0,0,0,0,0,0
"UQCRB",46176,33484,31771,34474,31334,24413
"ENSG00000271971",146,279,150,202,170,101
"ENSG00000253894",14,0,2,6,14,2
"ENSG00000253413",0,0,0,0,0,0
"MTCYBP20",0,0,0,0,0,0
"ENSG00000183663",0,0,0,0,0,0
"ENSG00000253260",0,0,0,0,0,0
"ENSG00000253585",0,0,0,0,0,0
"LAPTM4B",69021,56519,25341,41828,54256,32581
"ENSG00000287998",21,28,4,1,45,16
"ENSG00000253799",12,2,8,20,0,16
"BRIX1P1",0,0,0,0,0,0
"ENSG00000271612",1,3,0,0,0,1
"ENSG00000286308",0,0,0,0,0,0
"ENSG00000286554",0,0,0,0,0,0
"ENSG00000253749",0,0,0,0,0,0
"ENSG00000253271",0,0,0,0,0,0
"RPL10AP3",0,2,0,0,0,0
"ZNF317P1",0,0,0,0,1,7
"ENSG00000268080",0,0,0,0,2,0
"ENSG00000255361",0,0,0,0,3,0
"CHRNB3",654,360,52,401,5194,1165
"MTND2P38",0,0,0,0,0,0
"ENSG00000245970",128,77,106,42,94,106
"CLXN",198,462,312,356,764,569
"ENSG00000254777",12,9,0,7,21,17
"ENSG00000280393",0,0,0,0,0,0
"ENSG00000254079",0,0,2,0,0,0
"ENSG00000254273",1,0,10,0,2,5
"ENSG00000253677",0,2,0,0,2,2
"ENSG00000285579",3,2,9,4,2,0
"LINC02842",2,3,1,1,7,0
"TSPYL5",2,0,0,2,1933,120
"ENSG00000251142",0,0,0,0,0,0
"GRHL2-DT",0,4,8,2,0,2
"KCNS2",610,325,344,182,1464,445
"LINC01606",21,4,12,2,6,0
"LRRCC1",4136,2367,1445,1318,6060,4193
"CYP7A1",0,0,4,2,2,2
"ENSG00000253171",0,0,0,0,0,0
"ENSG00000287654",18,4,2,0,7,6
"ENSG00000272155",0,0,0,0,0,0
"ENSG00000253197",5,0,16,0,1,0
"ENSG00000253509",0,0,12,0,0,5
"ENSG00000254236",0,1,0,0,1,0
"ENSG00000278914",0,0,0,0,0,2
"MTCO2P4",0,0,0,0,0,0
"ENSG00000254057",0,0,0,0,5,0
"ENSG00000197475",0,0,0,0,0,0
"ENSG00000253493",0,0,0,0,0,0
"RDH10-AS1",72,61,699,28,57,132
"ENSG00000259607",0,0,0,0,0,0
"LOC105375844",0,0,0,0,5,1
"RAD54B",538,435,260,254,673,646
"ENSG00000260640",0,0,0,0,0,0
"ENSG00000253784",0,1,0,0,0,0
"UBR5",22111,16064,22769,11300,37532,30651
"EYA1",1641,1759,702,768,1689,752
"DNAJC5B",10,2,0,0,19,2
"TRPS1-AS1",0,0,0,0,0,0
"ENSG00000254802",6,2,0,0,8,8
"ENSG00000254225",0,0,2,0,0,0
"PTDSS1",6590,8356,5570,8151,12091,11004
"NPM1P52",2,8,0,0,0,0
"ENSG00000286984",4,4,0,2,6,2
"ENSG00000271381",0,0,0,0,0,0
"RPL30P10",0,0,0,0,0,0
"TNFRSF11B",14,13,28,50,23,19
"LOC105375878",13,16,0,1,20,2
"ENSG00000253355",10,17,1,6,10,0
"ENSG00000212994",2,0,0,0,4,0
"ENSG00000253723",0,0,0,0,0,0
"ENSG00000271882",26,22,35,15,22,23
"ENSG00000254302",4,2,0,0,2,0
"ENSG00000253195",0,0,0,0,0,0
"TAGLN2P2",0,0,0,0,0,0
"ENSG00000254000",0,0,0,0,0,0
"ENSG00000253639",0,0,0,0,1,0
"ENSG00000253395",10,14,2,5,24,15
"ENSG00000286878",192,122,0,6,533,86
"ENSG00000254303",0,0,0,0,0,0
"ENSG00000255397",2,8,0,8,8,14
"ENSG00000247570",3,11,11,1,4,0
"ENSG00000253840",0,0,0,0,0,0
"ENSG00000253997",0,0,0,0,0,0
"ENSG00000253800",8,0,0,0,0,0
"ENSG00000253702",2,0,0,0,0,0
"ENSG00000253542",0,0,0,0,0,0
"LOC107986951",0,1,2,0,2,0
"ENSG00000254344",0,0,0,0,0,0
"SNAI2",110,69,20,62,180,137
"ENSG00000254031",0,0,0,0,0,0
"RPS12P15",0,0,0,0,0,0
"MTBP",716,507,391,250,1246,1352
"ENSG00000253489",0,0,0,0,0,0
"RPL31P41",0,0,0,0,1,0
"LOC100419762",0,0,0,0,0,0
"ENSG00000270682",0,0,0,0,0,0
"LINC01609",0,0,0,0,0,0
"LOC100420746",0,0,0,0,0,0
"ENSG00000253622",0,0,0,0,0,0
"COXFA4P4",0,0,1,0,0,2
"RPSAP48",0,0,0,0,0,0
"LOC286177",4,0,0,0,0,0
"ENSG00000278193",0,0,0,0,2,0
"ENSG00000253760",2,1,0,4,0,0
"ENSG00000254201",0,0,0,0,0,0
"ENSG00000253842",10,4,0,0,0,0
"MTERF3",1837,1321,1006,1217,2415,1560
"ENSG00000254103",2,0,0,0,0,0
"DSCC1",1202,1293,72,173,2584,2451
"ENSG00000276998",0,0,0,0,0,0
"MRPL13",4637,3620,1482,2225,5163,3925
"ENSG00000254040",0,0,0,0,0,0
"ENSG00000253834",0,0,0,0,0,0
"SNTB1-AS2",0,0,4,0,0,2
"ENSG00000237061",0,0,0,0,0,0
"ENSG00000254129",0,2,0,0,1,0
"ENSG00000272321",91,72,176,74,187,102
"ENSG00000253471",3,6,8,2,11,2
"ENSG00000254247",0,0,0,0,0,0
"MTND1P5",0,0,0,0,2,0
"CCN3",360,394,1080,808,282,193
"ENSG00000271349",0,0,0,0,0,0
"ENSG00000253228",0,0,0,0,0,0
"LINC01414",858,774,427,940,1924,991
"ENSG00000253721",0,0,0,2,3,4
"TMEM74",2498,1434,500,566,2209,970
"FBXO32",1900,3343,8081,8307,5126,2341
"MRPL15",9560,8115,4038,5129,9543,6557
"SBF1P1",0,14,4,0,22,12
"ENSG00000253619",4,2,2,3,1,2
"ENSG00000245330",21,33,7,2,2,0
"ENSG00000253583",2,1,0,0,4,0
"ENSG00000253911",4,4,0,0,0,0
"LYPLA1",16854,12707,6768,6886,14201,9419
"FER1L6-AS1",0,0,0,0,0,0
"ENSG00000286282",18,18,27,24,24,7
"ENSG00000254084",0,0,0,0,0,0
"MRPS36P3",0,0,0,0,0,0
"ENSG00000255457",0,0,0,0,0,0
"ENSG00000287788",0,0,0,0,2,0
"MATN2",3003,2496,1704,2874,2186,1772
"LINC03020",0,0,0,0,0,0
"LOC112268018",0,0,0,0,0,0
"FBXO43",232,252,22,112,381,338
"SDCBP",21123,21603,30563,36747,31331,27899
"ENSG00000253851",0,0,0,0,0,0
"SUMO2P19",3,3,12,0,2,0
"ENSG00000250929",29,11,9,2,23,9
"ENSG00000287942",0,0,0,0,0,0
"LOC100288097",17,8,8,16,24,6
"ENSG00000254124",0,0,0,0,0,0
"DEPTOR",2852,2120,371,354,511,276
"NDUFS5P6",0,0,0,0,0,0
"MTND1P7",0,0,0,0,0,0
"ENSG00000250727",0,0,0,0,0,0
"ENSG00000253207",6,0,0,0,0,0
"BHLHE22-AS1",164,183,36,72,84,139
"UBXN2B",8327,8266,5007,6447,14164,10115
"PTK2B",3158,2816,723,1590,3306,2196
"ENSG00000215288",0,0,0,0,0,0
"ENSG00000253845",0,0,0,0,0,0
"ATP6V1C1",7994,7227,7587,7897,15109,8657
"NCALD",10526,13889,3680,9766,19346,14063
"ENSG00000253564",0,0,0,0,0,0
"ENSG00000253885",0,0,0,0,0,0
"LOC100419977",0,0,0,0,0,0
"ANXA13",12,1,1,3,7,0
"RB1CC1",19459,10735,7885,5789,20129,12650
"SLEAR",2,6,0,16,2,8
"ENSG00000240271",0,0,0,0,0,0
"ENSG00000253398",0,0,0,0,0,1
"CPA6",16,54,64,154,47,44
"LOC101926908",2,0,0,0,6,0
"ENSG00000253178",0,0,0,0,0,0
"ENSG00000254113",0,0,0,0,0,0
"ENSG00000242970",1,4,2,4,6,6
"CYCSP23",0,0,0,0,0,0
"ODF1",0,0,2,0,0,4
"ENSG00000263443",3,0,6,1,4,13
"ENSG00000254347",0,0,0,1,0,0
"RPL17P31",4,1,0,0,1,0
"ENSG00000253717",0,0,0,0,0,0
"ENSG00000253454",0,0,0,0,0,0
"ENSG00000253991",2,0,0,0,3,0
"ENSG00000239917",0,0,2,2,1,4
"MED30",1916,1938,1148,1602,1957,2601
"LINC03084",0,0,0,0,0,0
"RPS20P20",0,0,0,0,0,0
"ENSG00000272502",18,13,2,21,8,13
"ENSG00000271219",0,0,0,0,0,0
"RDH10",28262,38952,76876,86381,21949,59021
"WASHC5",3923,4436,1890,3021,9436,5985
"ENSG00000253821",0,0,0,0,0,0
"XKR4-AS1",2,0,0,0,0,0
"LINC02845",0,0,0,0,0,0
"ENSG00000255310",925,828,946,1419,1841,1610
"LOC100419761",0,0,0,0,0,0
"RGS20",1773,1790,741,1541,1541,1846
"MTCO1P4",0,0,0,0,0,0
"ENSG00000282989",0,0,0,0,0,0
"RPL30P16",0,0,0,0,0,0
"ENSG00000253173",0,4,0,2,4,1
"RNF19A",7277,6072,5316,4811,8402,6414
"ENSG00000253580",0,0,0,0,0,0
"ENSG00000272010",46,47,36,47,24,28
"ENSG00000253322",2,0,0,0,0,0
"RAB2A",26141,21875,17554,17708,33553,23003
"ENSG00000255364",1,2,0,4,0,0
"LOC105375709",8,0,0,0,1,7
"ENSG00000260368",18,18,28,0,36,10
"ENSG00000254213",2,5,0,7,4,2
"STK3",2416,2744,3448,3015,2782,3089
"ATP6V0D2",153,145,60,167,323,8
"ENSG00000286362",0,8,4,0,26,23
"ZNNT1",484,1445,2040,2633,944,598
"ENSG00000286701",0,0,0,0,0,0
"ENSG00000283157",0,0,0,0,0,0
"NACAP10",0,0,0,0,0,0
"ENSG00000254343",232,175,52,30,37,26
"LINC03093",0,0,0,0,0,0
"ENSG00000253629",0,0,0,0,0,0
"KCNQ3",3054,1744,1034,1664,5453,1938
"ENSG00000285890",0,0,0,0,0,0
"PPIAP86",0,0,0,0,0,0
"ENSG00000254275",0,0,0,0,0,0
"SOD1P3",0,0,0,2,0,4
"ENSG00000253124",0,0,0,0,0,0
"ENSG00000254112",0,0,0,0,0,0
"PGAM1P13",0,0,0,0,0,0
"LINC01603",2,2,4,0,1,0
"ENSG00000272479",13,22,8,33,28,29
"TOX",3132,5502,3092,5643,9164,14339
"ASAP1",3409,3792,3620,3395,8333,7605
"BHLHE22",9355,11179,6660,8968,9327,10018
"ENSG00000253656",0,0,0,0,2,0
"MAL2",3537,4598,5481,1383,746,623
"NDUFB9P3",0,0,0,0,0,0
"KCNB2",3965,2842,2421,1219,5176,1884
"ENSG00000213003",0,1,0,0,0,0
"ENSG00000287949",2,0,4,8,4,12
"FAM91A1",6849,4788,7836,5844,9183,5770
"ENSG00000253318",0,0,0,0,0,0
"LOC729732",48,68,64,29,49,44
"C1GALT1P3",0,0,0,0,0,0
"SLA",687,473,40,144,1149,181
"ENSG00000242206",0,0,0,0,2,0
"PTCSC1",0,0,0,0,0,0
"PREX2",4146,2735,1658,1359,4549,2916
"ENSG00000287467",18,5,9,6,21,9
"ENSG00000253111",2,5,8,2,20,39
"ENSG00000254065",0,0,0,0,1,2
"ENSG00000254037",2,3,0,0,0,0
"ENSG00000227514",0,0,0,0,0,0
"ENSG00000286034",2,0,0,2,0,0
"COLEC10",6,7,17,22,16,2
"ENSG00000227753",2,0,0,0,0,0
"ENSG00000287230",0,2,0,0,0,0
"CDK5P1",0,0,0,0,0,0
"ENSG00000286937",6,4,2,0,8,2
"CARS1P2",0,0,0,0,0,0
"ENSG00000259820",637,557,834,172,564,320
"TBC1D31",1816,1559,565,634,2512,2040
"LOC124902005",0,0,0,4,0,0
"ZFPM2",951,914,1027,803,1481,820
"ENSG00000254178",0,0,0,0,0,0
"RPSAP74",0,0,0,0,2,0
"LINC02237",0,0,3,2,0,0
"MAL2-AS1",6,0,10,2,0,1
"LINC01608",16,2,3,0,0,0
"ENSG00000254557",10,4,4,1,1,1
"ENSG00000243939",0,0,0,0,0,0
"ENSG00000283686",0,0,0,0,0,0
"ENSG00000254294",14,5,2,0,19,13
"LINC01299",2,0,0,0,2,0
"SDC2",14836,13284,12598,16012,12446,11457
"ENSG00000255130",0,0,0,0,0,0
"PKHD1L1",58,35,12,16,38,89
"LOC105375814",0,0,0,0,0,0
"GRHL2",22,89,26,127,26,231
"ENSG00000254230",0,0,0,0,0,0
"RHPN1",3835,2121,1383,1203,3712,2920
"ENSG00000225885",0,5,26,4,1,0
"ENSG00000286337",12,11,42,1,13,20
"LOC101927141",1,2,0,0,0,0
"LINC00251",0,0,8,7,2,0
"ENSG00000254028",24,13,2,10,22,2
"ENSG00000248231",0,0,0,0,4,0
"LACTB2",869,1067,559,850,1286,815
"ARC",1971,2135,1108,711,1572,1076
"RPL32P4",0,0,0,0,0,2
"TRAM1",22739,20094,31000,24158,21277,26563
"LY6D",0,0,0,1,0,2
"LOC101927513",0,0,0,0,0,0
"ENSG00000288067",14,0,20,2,1,0
"NCOA2",19997,15935,13706,9952,25786,16648
"TG",97,34,6,48,144,48
"ENSG00000255033",0,0,0,0,0,0
"LOC105375759",0,0,0,0,0,0
"FZD6",2825,2445,2195,2933,3447,3977
"SBSPON",131,132,138,140,103,135
"ENSG00000253672",0,0,2,0,0,0
"TOP1MT",1723,1892,2449,2928,2797,3192
"RPL13P11",6,0,0,2,0,0
"RPS18P11",0,0,0,0,0,0
"GML",0,0,0,0,0,0
"ENSG00000271113",0,0,4,0,2,0
"ENSG00000278898",0,2,0,0,0,2
"ENSG00000253561",0,0,0,0,0,0
"LOC101927845",9,8,0,3,5,4
"ENSG00000253143",0,0,0,0,0,0
"H2AZP7",0,0,0,0,0,0
"ENSG00000270137",16,4,20,4,2,4
"ENSG00000253728",0,0,0,0,0,0
"JRK",6372,4563,3088,2565,13770,8575
"LYPD2",16,0,72,76,0,1
"SLURP2",0,0,2,0,0,0
"HPYR1",4,4,2,0,8,17
"CYP11B2",0,0,0,0,0,0
"ENSG00000253627",0,0,1,0,0,0
"ENSG00000281641",18,8,16,10,22,3
"ENSG00000277576",1,0,0,0,0,0
"ENSG00000261044",4,0,16,0,0,2
"LOC124902027",0,0,0,0,0,2
"ENSG00000253421",0,0,0,0,0,0
"ENSG00000254255",0,0,0,0,0,0
"RSPO2",220,132,60,172,276,270
"ENSG00000254313",0,0,0,0,0,0
"RHPN1-AS1",302,554,90,179,820,548
"ENSG00000225259",44,62,88,96,58,52
"ENSG00000279518",97,86,77,28,73,42
"ENSG00000253715",0,0,0,0,0,0
"ENSG00000232722",4,0,1,0,1,0
"LOC101927798",0,0,0,0,0,0
"LINC00536",2,0,0,0,2,0
"LINC01591",0,2,0,2,0,0
"RPL21P78",0,0,0,0,0,0
"LOC124901995",0,0,0,0,1,0
"TSNARE1",2381,1935,1155,1000,2872,2763
"SLURP1",2,2,25,3,0,0
"ENSG00000223697",39,16,18,4,15,13
"ENSG00000271240",1,0,0,2,0,0
"ST3GAL1",2824,1985,6817,4849,4674,3550
"ADCY8",861,917,445,1207,549,766
"ENSG00000253259",0,0,0,0,0,0
"LOC101927822",0,0,0,0,0,0
"ENSG00000283197",0,0,0,0,0,0
"ENSG00000261693",254,289,16,52,364,77
"LOC124902026",42,91,2,25,85,39
"MTND2P7",0,0,0,0,0,0
"ENSG00000254249",0,0,0,0,0,0
"LYNX1",1795,1376,950,2418,1688,772
"ENSG00000286122",2,1,3,7,7,8
"LYNX1-SLURP2",35,74,75,109,41,37
"ZHX2",7165,10758,9812,17496,28461,42669
"ZFAT-AS1",0,0,0,0,0,0
"ENSG00000286266",0,0,0,0,0,0
"LOC124901990",2,0,0,0,0,0
"ENSG00000253992",4,0,4,4,0,0
"ENSG00000261710",2,6,4,0,0,0
"ENSG00000253286",2,11,2,4,16,7
"ENSG00000259631",0,3,13,8,2,0
"ENSG00000206144",0,0,0,0,0,1
"ENSG00000254227",0,0,0,2,0,0
"FER1L6-AS2",1,8,24,5,10,0
"LOC105375747",0,0,0,0,0,0
"ENSG00000271560",0,0,0,0,2,0
"RPL7",337149,149262,330955,209157,129875,171808
