"","E5C3_E8","E5C3_L3i","H9_E8","H9_L3i","RUES02_E8","RUES02_L3i"
"SOCS1",1852,2077,1370,1571,1765,1702
"DNASE1",844,1085,1854,750,539,982
"ATXN2L",19151,21059,27798,16594,12433,14679
"EME2",1301,5805,2565,3030,696,3146
"SPATA33",321,747,764,881,376,720
"KCNG4",0,0,0,2,0,0
"USP31",2035,2270,2120,1684,1512,1633
"C16orf96",301,168,427,87,217,88
"PKD1L3",4,5,6,4,11,8
"IL32",258,643,45,465,87,1440
"RBM22P13",0,0,0,0,0,0
"ENSG00000259874",0,0,0,0,0,0
"ZNF267",1960,1366,1172,1426,976,1025
"ENSG00000259950",1,0,0,0,0,1
"ENSG00000261289",0,0,0,0,0,0
"ENSG00000197476",0,0,0,0,0,0
"ENSG00000260218",0,0,0,0,0,0
"ENSG00000261727",0,0,0,0,0,0
"ENSG00000261704",0,0,0,0,0,0
"ENSG00000223931",0,0,0,0,0,0
"ENSG00000260048",0,0,0,0,0,0
"IGHV3OR16-9",0,0,0,0,0,0
"ENSG00000260584",0,0,0,0,0,0
"ENSG00000286473",0,0,0,2,0,0
"ENSG00000279997",0,0,0,0,0,0
"ENSG00000260847",0,0,0,0,0,0
"ENSG00000260649",0,0,0,0,0,0
"ENSG00000260540",0,0,0,0,0,0
"ENSG00000260344",0,0,0,0,0,0
"ENSG00000260575",0,0,0,0,0,0
"ENSG00000260402",0,0,0,0,0,0
"PRSS33",8,0,31,12,16,2
"CHD9",3386,3316,6236,3646,2776,3678
"CHST5",2,5,11,1,2,3
"SEZ6L2",5471,2341,8513,2706,5070,3993
"SLC22A31",467,226,782,110,464,265
"NPIPB8",0,2,0,0,1,2
"MYL11",73,4,100,2,57,11
"CMTR2",1449,1240,2079,991,1038,1063
"LOC102723786",1,0,2,0,0,1
"CALB2",67,11,137,712,102,545
"ENSG00000261348",14,0,9,1,0,2
"ZNF23",93,154,212,108,101,117
"RN7SKP127",11,28,18,8,13,15
"C16orf54",137,386,650,90,161,212
"ENSG00000260719",222,400,675,87,178,201
"ZG16",0,1,0,0,2,0
"ENSG00000275857",0,0,0,0,0,0
"ENSG00000259952",1,3,0,5,1,2
"ENSG00000238045",325,327,412,287,99,206
"ENSG00000280607",0,0,0,0,0,0
"PRRT2",578,227,3048,248,492,129
"ENSG00000280893",0,0,0,0,0,0
"PAGR1",788,1094,1781,1046,773,754
"ENSG00000281348",0,0,0,0,0,0
"MVP",961,307,1693,1919,718,870
"KIF22",7853,10025,13947,7776,8774,7378
"MAPK8IP3",5813,5073,11168,4912,4331,5253
"ENSG00000285848",4,2,9,0,3,0
"CRISPLD2",709,302,768,804,509,527
"ENSG00000260859",0,0,0,0,0,1
"ENSG00000279622",0,0,2,6,2,3
"ENSG00000260340",0,0,0,0,0,0
"ZDHHC7",3924,6003,5742,7070,3642,5016
"CIBAR2",7,3,9,0,0,0
"LINC02139",10,1,33,1,15,3
"ENSG00000275088",10,6,67,8,11,2
"ENSG00000287787",8,22,8,13,2,21
"ENSG00000270313",0,1,0,10,0,1
"LINC00311",3,16,3,3,1,4
"MIR5093",0,2,2,0,0,0
"KIAA0513",587,1521,1364,567,451,648
"ENSG00000286808",111,84,152,72,37,73
"CDR2",3398,2875,3351,2676,3086,2369
"ENSG00000260635",6,1,5,0,1,4
"CDR2-DT",4,6,7,2,2,1
"ENSG00000230872",4,12,6,6,6,5
"ENSG00000277041",0,0,0,0,0,1
"ENSG00000260973",0,0,0,0,0,0
"ENSG00000260905",0,0,0,0,0,0
"ERI2",505,1310,1040,1038,551,1129
"DCUN1D3",837,971,1071,1697,589,1190
"LYRM1",613,422,1345,705,501,428
"ENSG00000289491",0,0,0,0,0,0
"LMF1-AS1",2,2,0,9,0,4
"ENSG00000276931",7,2,11,19,10,10
"CEROX1",657,163,636,50,272,142
"SOX8",1290,237,822,141,590,183
"ENSG00000260496",0,0,3,0,0,0
"ENSG00000261720",0,0,0,0,0,0
"ENSG00000260702",2,0,0,1,6,1
"ZG16B",10,0,3,2,0,6
"ENSG00000289281",20,8,14,10,15,14
"PRMT7",2089,4637,3618,3630,1979,3274
"ENSG00000288026",0,0,0,0,0,0
"ENSG00000261017",0,0,0,0,0,0
"ENSG00000261538",0,0,0,0,0,0
"ABCC11",8,12,23,8,6,9
"IRX5",12,30,85,67,24,59
"MTSS2",966,971,1331,1102,883,1113
"ZSCAN32",768,1147,1532,1061,933,939
"APOBR",4,4,10,0,4,7
"NPIPB4",99,274,115,135,51,122
"TBX6",430,171,571,270,312,132
"SNX20",0,0,0,2,0,2
"C1QTNF8",0,0,2,0,1,0
"CMIP",6617,4484,9950,5293,5952,4772
"ATP6V0D1",2617,3845,3346,5745,1873,4460
"HPR",2,5,4,9,0,0
"CFAP263",1083,448,1812,341,990,286
"SMG1",8284,14178,11947,11150,7189,11914
"ANKRD11",13497,19845,17895,17800,10107,15109
"HP",0,2,0,87,0,8
"SSTR5",50,2,74,2,38,2
"ENSG00000287718",0,0,0,0,0,0
"SOD1P2",0,0,0,0,0,0
"ENSG00000261238",5,2,9,6,2,0
"ENSG00000280344",8,1,16,0,5,0
"SALL1",5266,4762,16053,3466,4167,2150
"SEPTIN1",66,53,167,91,70,64
"IL34",192,553,215,370,172,438
"TPSG1",52,15,138,13,32,8
"NECAB2",693,96,3195,72,245,78
"TLCD3B",1449,136,2699,105,1079,149
"MBTPS1",5538,7251,6990,5672,5369,6569
"ENSG00000279100",0,0,0,0,0,0
"PPIAP49",0,4,1,6,0,2
"ENSG00000261248",0,2,0,0,2,0
"ENSG00000275236",2,6,7,4,0,10
"PSMD7",4472,5671,6662,5705,4225,4477
"ENSG00000259972",153,182,257,91,90,164
"ENSG00000239763",16,24,24,10,7,24
"PCHILR",24,21,38,10,10,23
"ENSG00000261079",4,21,9,12,4,4
"ENSG00000276822",0,0,0,0,0,0
"CLEC18B",5,15,62,5,0,10
"LOC107984827",20,51,66,14,24,36
"RNU6-237P",2,0,7,1,0,1
"ENSG00000207525",3,2,17,1,4,3
"RPS10P23",0,0,0,0,0,0
"NPIPB15",170,125,164,85,44,103
"ABCC12",2,17,20,20,0,2
"TMEM231",476,276,808,219,510,265
"ELOB",5067,5378,7833,5325,4541,4263
"RNU7-42P",0,0,0,0,0,0
"ENSG00000260999",0,0,0,0,0,0
"ENSG00000266801",3,17,0,6,4,5
"RNU6-898P",0,0,0,0,0,0
"ENSG00000271129",0,0,0,0,0,0
"RPS2P45",3,2,2,9,2,2
"HAS3",2090,9096,4851,2307,1273,4497
"CHTF8",178,227,372,191,217,225
"RNU6-22P",0,0,0,0,0,0
"ENSG00000200164",1,3,1,1,0,0
"DERPC",0,2,0,0,0,0
"MSRB1",702,2233,1197,1410,846,1265
"RPL3L",52,14,70,13,58,15
"NDUFB10",4594,6516,6399,6030,4408,4703
"RPS2",99866,107579,141482,101247,86512,69256
"SNORA10",0,0,0,0,0,0
"SNORA64",0,0,0,0,0,0
"ENSG00000255513",0,0,0,0,0,0
"SNORA78",0,0,0,0,0,0
"RNF151",1,14,2,10,1,1
"ENSG00000277602",2,6,0,4,2,1
"TBL3",3676,5170,5675,4678,3886,3783
"NOXO1",1,2,1,2,1,3
"ENSG00000261790",93,96,117,80,60,70
"SYNGR3",489,357,631,398,1084,324
"ENSG00000260107",0,0,0,0,0,0
"RN7SL219P",0,2,2,1,0,3
"NHERF2",767,447,1311,676,1038,595
"NTHL1",2167,2462,3385,1836,2308,1655
"MIR1225",0,3,1,6,0,3
"ZNF598",3332,6438,4584,5924,3189,4648
"TSC2",4977,9238,9296,6818,4340,8220
"UNKL-AS1",0,0,0,2,1,0
"UQCC4",453,702,691,776,412,535
"PERCC1",0,3,0,12,1,12
"ENSG00000279930",7,14,31,34,0,18
"ENSG00000261641",0,0,0,0,0,0
"ENSG00000260051",317,189,355,110,68,152
"CCDC154",30,64,78,28,12,44
"LINC01567",6,2,3,0,5,0
"ENSG00000261669",18,10,22,7,4,14
"ARHGAP17",3195,5737,6182,5092,3282,4516
"CYB5B",4547,8316,6919,8598,4221,5898
"SLC5A11",7,25,19,5,17,11
"ZNF747",214,584,451,588,214,405
"EEF2K",2221,1363,3448,1393,2070,1405
"ENSG00000261113",0,0,0,0,0,0
"RBM22P12",0,0,0,0,0,0
"ENSG00000260472",0,0,0,0,0,0
"ENSG00000260568",0,0,0,0,0,0
"ENSG00000276867",0,2,0,4,1,4
"ENSG00000261731",0,0,0,0,0,0
"KRABD5",1275,1284,2084,1095,1046,1139
"ENSG00000259810",2,18,0,2,0,10
"VN1R67P",0,0,0,0,0,0
"ENSG00000261457",1,0,8,21,2,2
"ENSG00000180663",0,0,0,0,0,0
"POLR3K",1330,2606,2320,2667,1951,1947
"SNRNP25",1630,3452,2684,3113,1523,2214
"MPG",1192,1678,1541,2326,1125,1365
"TMEM219",2356,2240,3569,2214,1847,2009
"DPEP1",277,33,849,109,155,153
"ATF7IP2",511,1316,774,1153,572,1372
"NLRC5",1017,62,339,51,208,229
"HEATR3",1227,2223,1958,1831,1377,1714
"TMEM114",32,2,79,0,32,3
"NDRG4",2700,1160,3091,1110,1526,2145
"SNTB2",1815,1578,2899,1628,1485,1247
"NFATC2IP",3160,7154,5055,5177,2828,5191
"ENSG00000289336",0,0,0,0,0,0
"ENSG00000289067",64,62,99,29,59,24
"ENSG00000256982",0,2,0,0,0,0
"ENSG00000260658",0,2,0,0,4,12
"ENSG00000288801",0,0,0,0,0,0
"ENSG00000261804",30,4,0,0,44,2
"ENSG00000289423",0,0,0,26,0,2
"SSTR5-AS1",0,0,0,0,0,4
"ENSG00000262950",0,0,0,0,0,0
"LINC02128",91,33,174,2,113,18
"ENSG00000289119",16,9,44,12,10,12
"MIR762HG",55,41,178,77,94,45
"ENSG00000288935",26,38,50,40,34,34
"LOC105371354",0,0,1,6,0,0
"ENSG00000260834",9457,19208,818,3949,5633,8004
"ENSG00000289171",10,8,16,8,4,7
"ENSG00000289023",4,4,1,2,0,8
"MAPK8IP3-AS1",1,4,0,3,1,1
"CDH13",142,111,70,484,74,720
"MIR8058",0,0,0,0,0,2
"ENSG00000280044",0,0,0,0,0,0
"LOC101928446",0,1,2,0,0,0
"ENSG00000286528",0,0,0,0,0,0
"RN7SL134P",0,0,0,0,0,0
"LOC101928417",0,0,0,0,0,0
"ENSG00000261410",0,0,0,0,0,0
"MIR3182",0,0,0,0,0,0
"ENSG00000261103",0,0,0,0,0,0
"ENSG00000288554",0,0,0,0,0,0
"HSBP1",4839,4765,8994,5340,4173,3940
"ENSG00000259914",0,0,0,0,0,0
"ENSG00000288849",0,0,1,2,0,1
"ENSG00000276571",28,33,38,26,25,12
"KNOP1",2973,5632,9209,5220,4427,3958
"ENSG00000261312",0,4,3,0,0,0
"CCP110",1168,1846,2696,1946,980,1619
"LARP7P2",0,0,0,0,0,1
"GPRC5B",8926,23418,13930,14916,8082,13165
"IQCK",168,159,416,226,142,117
"ENSG00000177946",312,797,774,754,353,680
"ENSG00000237718",0,0,0,0,0,0
"PARD6A",438,155,675,65,524,121
"ENKD1",323,364,724,408,335,284
"C16orf86",92,79,145,94,91,52
"GFOD2",2099,1969,2762,1948,1727,1669
"ENSG00000270165",10,3,14,7,5,8
"ENSG00000289164",2,12,17,14,2,9
"NPIPB6",4,2,52,2,21,3
"CIITA",33,91,61,30,45,65
"ATP6V0D1-DT",26,36,45,24,14,13
"RIPOR1",2929,1227,1312,4203,1119,2658
"ENSG00000261396",2,1,3,5,1,2
"ENSG00000259945",0,0,0,0,0,0
"ENSG00000260894",0,0,0,0,0,0
"ENSG00000261386",8,26,22,18,5,14
"ENSG00000280214",10,18,12,16,19,21
"LOC100505942",13,33,26,10,12,19
"CTCF",6220,10795,11346,8634,6160,7544
"RANBP10",1344,2797,2330,2096,1056,2245
"TSNAXIP1",10,151,46,57,14,102
"CENPT",2418,4455,4596,4608,1817,4469
"THAP11",1444,2827,2488,2692,1831,2247
"ENSG00000262141",2,2,2,4,0,0
"EDC4",2697,6165,4706,5878,2699,5424
"ENSG00000263126",14,62,46,35,12,41
"NRN1L",2,0,0,0,0,0
"PSKH1",1975,3092,3887,3439,2218,2733
"CTRL",0,1,2,0,2,1
"ENSG00000261884",48,211,89,163,52,132
"PSMB10",59,81,96,103,59,89
"LCAT",358,778,625,670,281,742
"DPEP3",135,8,127,38,486,23
"DPEP2",2,0,2,0,4,2
"DUS2",1287,1302,1834,1150,1300,1001
"ENSG00000262962",1,0,0,2,0,0
"DPEP2NB",0,0,0,0,0,0
"ENSG00000254609",0,0,0,0,0,1
"ENSG00000261695",0,0,0,0,0,0
"NPIPA2",13,0,37,0,22,0
"PLA2G10EP",0,0,0,0,0,0
"NOMO1",2978,3424,3527,2965,2532,3678
"ENSG00000270734",0,0,0,0,0,0
"ENSG00000257264",0,0,0,2,0,2
"MIR3179-1",0,0,0,0,0,0
"ZFPM1",570,545,946,685,493,596
"MIR5189",0,0,0,0,0,0
"ZFPM1-AS1",11,12,17,4,2,15
"ZC3H18",6315,8718,12149,6776,6247,6323
"IL17C",31,5,117,10,30,2
"CYBA",4810,2841,8894,5468,5052,3956
"MVD",4005,5967,6475,4649,3366,4364
"SNAI3",444,23,690,56,486,50
"RNF166",1800,1824,1956,1283,1082,1097
"ENSG00000259813",0,0,0,0,0,0
"CTU2",1577,1870,1916,1673,1443,1194
"ENSG00000278341",32,41,63,45,23,29
"MIR4722",0,0,1,0,0,2
"ENSG00000260121",23,6,31,15,18,30
"ENSG00000224888",9,14,24,25,14,13
"ENSG00000260617",0,0,0,0,0,0
"PIEZO1-AS1",2,0,0,0,0,2
"RN7SL274P",0,0,0,0,0,0
"BFAR",5519,7206,7095,6884,5108,5129
"RNU7-125P",0,0,0,0,0,0
"PLA2G10",9,5,12,3,10,5
"ENSG00000261523",0,0,0,0,0,0
"NPIPA3",3,1,10,4,2,1
"LOC400499",161,129,368,67,405,104
"CARMIL2",2361,1927,2723,716,2206,1246
"CORO1A",199,139,323,191,201,129
"ZNF276",446,862,770,837,319,655
"CDT1",7244,7431,11261,6520,7440,4500
"APRT",6779,7047,10055,6004,7011,4228
"GALNS",439,1615,1107,1396,486,1305
"CBFA2T3",185,26,147,41,133,32
"LOC101927793",7,2,3,0,10,0
"ENSG00000261226",18,2,12,4,8,0
"ENSG00000205018",5,1,2,1,2,0
"TRAPPC2L",2389,4078,3468,3729,2023,2787
"FANCA",2023,3616,5049,2380,1834,2731
"IL21R-AS1",0,3,9,0,1,1
"GTF3C1",11416,19358,19438,17027,12443,17502
"KATNIP",1262,1475,2308,1205,1063,1241
"ENSG00000261736",0,0,0,0,0,0
"LOC100128079",5,11,6,19,4,11
"ENSG00000273553",3,0,0,0,0,0
"ENSG00000201371",0,0,0,0,1,0
"RNU6-159P",0,0,0,0,0,0
"RNU6-1241P",0,0,0,0,0,0
"GFER",1009,1416,1439,1250,852,1009
"ENSG00000261369",11,3,13,10,0,5
"ENSG00000222767",0,0,0,0,0,0
"RNA5SP424",0,0,0,0,0,0
"RNA5SP425",0,1,1,0,0,0
"ENSG00000262038",0,0,1,0,0,0
"LOC100420642",0,2,0,0,0,0
"EIF4BP5",2,4,1,13,3,3
"ENSG00000259918",0,7,6,2,4,0
"ENSG00000260497",0,0,0,0,0,0
"ENSG00000275393",6,0,2,1,4,0
"ENSG00000287125",12,18,10,15,4,13
"MIR1910",0,0,0,1,0,1
"ENSG00000269898",0,0,3,0,0,8
"EMC8",2584,3128,3257,3633,2207,2406
"RNU1-103P",11,17,5,4,1,14
"ENSG00000270184",52,62,48,57,32,42
"LOC101928557",4,1,1,10,0,4
"COX4I1",16290,19701,20263,17833,12698,13829
"LOC100422319",0,0,0,0,0,0
"RPL10AP12",2,2,0,4,2,0
"ENSG00000286510",0,0,0,0,0,0
"ENSG00000279907",0,0,0,0,0,0
"IRF8",33,30,94,4,45,34
"MIR6774",0,0,0,0,0,0
"ENSG00000285163",0,0,0,0,0,0
"LINC02132",0,0,0,0,0,0
"ENSG00000285040",0,0,0,0,0,0
"ENSG00000269667",0,0,0,0,0,0
"ENSG00000285012",0,0,0,0,0,0
"ENSG00000279604",0,0,0,0,0,0
"ENSG00000261177",0,0,0,0,0,0
"ENSG00000268078",0,0,0,0,0,0
"ENSG00000268505",0,0,0,6,0,0
"LINC01082",0,0,0,4,0,0
"LAT",10,72,32,28,12,65
"MEIOB",43,4,86,4,47,0
"MEFV",4,0,0,8,0,1
"NSMCE1",1161,601,1503,649,784,464
"NSMCE1-DT",29,2,33,3,6,2
"ENSG00000274092",0,0,3,5,3,1
"IL4R",1202,2095,2367,1242,1228,1860
"IL21R",19,11,73,12,20,15
"NPIPB3",126,300,163,176,101,165
"MIR3680-1",0,0,1,0,2,0
"ENSG00000287809",12,14,9,16,5,14
"ENSG00000258186",0,0,0,0,0,0
"ENSG00000273956",0,0,2,2,0,0
"LOC646828",0,0,0,0,0,0
"ENSG00000271609",0,0,1,0,0,0
"LOC124900577",0,0,0,0,0,0
"ENSG00000261596",22,6,39,5,14,5
"MCRIP2",1458,3083,2015,1816,1294,1834
"ENSG00000228201",18,15,14,14,13,7
"WDR90",1691,5402,3298,2579,1351,2758
"ENSG00000262528",0,3,3,0,0,0
"RHBDL1",276,233,303,215,190,237
"STUB1-DT",13,17,4,4,6,0
"ENSG00000279441",0,0,0,0,0,0
"STUB1",1758,2617,2205,2966,1561,2181
"JMJD8",1023,1725,1839,1852,1204,1478
"WDR24",903,1300,1780,1078,1212,1043
"ENSG00000261659",22,34,3,26,11,34
"FBXL16",714,84,744,103,1386,90
"RHOT2",8672,16613,13317,12752,6900,11735
"NPIPB13",19,39,53,29,17,23
"BCLAF1P2",6,42,26,52,14,35
"CCNYL1B",0,0,0,0,0,0
"ENSG00000288300",0,0,0,0,0,0
"ENSG00000286968",0,0,0,0,0,0
"PALB2",2076,2539,2994,2212,1891,1676
"CYLD-AS1",5,24,3,6,2,10
"ENSG00000201075",0,0,0,0,0,0
"MIR193BHG",41,127,89,103,52,140
"MIR193B",0,0,0,0,0,0
"MIR365A",0,0,0,0,0,0
"LINC02130",0,0,0,0,0,0
"ENSG00000263257",0,17,0,2,0,10
"PARN",4104,6189,5135,5407,3910,4467
"ENSG00000260682",0,0,0,0,0,0
"ENSG00000276519",0,0,0,0,0,0
"SDR42E1",6,6,22,0,8,2
"HSD17B2",10,10,4,3,2,6
"ENSG00000261235",22,16,46,34,11,11
"MTCYBP28",0,6,0,2,0,9
"MPHOSPH6",1462,2131,2173,1727,1455,1412
"ENSG00000261029",0,0,0,0,0,0
"RN7SKP190",0,0,0,0,0,0
"ENSG00000260327",0,0,0,0,0,0
"SLC9B1P5",0,0,0,0,0,0
"ENSG00000260307",0,0,0,0,0,0
"ENSG00000261541",0,0,0,0,0,0
"ENSG00000260662",0,1,0,0,0,0
"ENSG00000261233",0,0,0,0,0,0
"ENSG00000289734",0,0,0,0,0,0
"ENSG00000259966",0,0,0,0,0,0
"ENSG00000262187",0,0,0,0,0,0
"ENSG00000261111",0,0,0,0,0,0
"ENSG00000261569",0,0,0,0,0,0
"ENSG00000261263",0,0,0,0,0,0
"ENSG00000260311",0,0,0,0,0,0
"ENSG00000260974",0,0,0,0,0,0
"ENSG00000261391",0,0,0,0,0,0
"ENSG00000260864",0,0,0,0,0,0
"ENSG00000260845",0,0,0,0,0,0
"ENSG00000261108",0,0,0,0,0,0
"ENSG00000278950",0,0,0,0,0,0
"ENSG00000279780",0,0,0,0,0,0
"ENSG00000279795",0,0,0,0,0,0
"ENSG00000260158",0,0,0,0,0,0
"ENSG00000261719",0,0,0,0,0,0
"ENSG00000259934",0,0,0,0,0,0
"IGHV2OR16-5",0,0,0,0,0,0
"BCAP31P2",0,0,0,0,0,0
"ENSG00000214614",0,0,0,0,0,0
"ENSG00000261834",0,0,0,0,0,0
"ENSG00000270864",0,0,0,0,0,0
"ENSG00000277304",2,0,2,14,0,0
"LOC100419016",0,0,0,0,0,0
"ENSG00000261259",0,0,0,0,0,0
"ENSG00000259852",0,0,0,0,0,0
"ENSG00000233732",0,0,0,0,0,0
"ENSG00000260921",0,0,0,0,0,0
"ENSG00000259997",0,0,0,0,0,0
"IGHV3OR16-8",0,0,0,0,0,0
"ENSG00000260900",0,0,0,0,0,0
"ENSG00000261682",0,0,0,0,0,0
"LOC107987232",0,0,0,0,0,0
"ENSG00000261218",4,0,26,0,2,7
"ENSG00000289733",0,0,0,0,0,0
"PLCG2",186,66,298,50,118,38
"KCTD13",896,711,1315,685,727,710
"SLX4",1417,2334,2654,1599,1299,1768
"RN7SKP142",0,0,0,0,0,0
"ENSG00000260057",0,2,1,4,0,3
"BCAR4",0,0,0,0,0,0
"RSL1D1",14176,19589,17752,17777,13173,13320
"GSPT1",13794,17669,17847,18456,13144,14995
"ENSG00000261560",6,45,12,18,5,32
"ENSG00000260318",9,31,9,6,4,4
"ENSG00000261216",3,5,4,5,1,5
"ENSG00000277458",0,0,0,0,0,0
"TNFRSF17",0,1,1,1,0,3
"UBL5P4",0,0,0,0,0,0
"ENSG00000260488",0,0,0,0,0,0
"ENSG00000241641",0,0,0,1,0,0
"ENSG00000175604",2,4,2,0,1,0
"ENSG00000261293",0,0,0,0,0,0
"LOC107984888",13,0,14,2,6,2
"DNAH3",37,57,88,67,48,78
"ENSG00000284685",1,1,3,1,4,0
"ENSG00000289080",0,0,1,0,0,2
"ENSG00000289029",23,2,15,12,6,2
"MMP15",4327,7085,9133,11424,5981,9545
"ENSG00000207173",0,0,1,0,0,0
"ENSG00000261151",0,0,0,0,0,0
"USB1",4255,5885,6033,7015,3592,5186
"NPIPB11",75,116,103,64,42,82
"ENSG00000289754",0,0,0,0,0,0
"ENSG00000288656",0,0,0,0,0,0
"SULT1A1",2,50,33,24,14,33
"SULT1A1.1",0,0,0,0,0,0
"ENSG00000289756",0,0,0,0,0,0
"ACD",1957,2012,2844,1562,1848,1521
"ENSG00000261393",0,4,1,0,0,0
"ENSG00000261092",1,0,0,0,0,0
"LOC124903770",2,2,2,4,0,8
"NOD2",30,9,92,4,44,13
"PHKB",3527,4604,5354,4295,2963,3869
"ENSG00000261430",0,2,2,3,1,0
"ENSG00000219027",2,1,1,2,2,2
"PTX4",9,4,10,0,2,0
"TELO2",4342,7949,7388,6781,3903,6546
"ENSG00000260646",1,4,9,2,1,3
"CLCN7",6005,6009,7048,4362,2877,5438
"CHD9NB",291,585,654,211,145,281
"CES4A",25,40,40,24,24,100
"FAHD1",491,1420,1245,1670,584,1215
"NUDT16L1",1603,2257,2386,1890,1837,1761
"LITAFD",0,2,1,0,0,2
"PRSS41",0,0,0,1,1,1
"TP53TG3",0,0,0,0,0,0
"TP53TG3.1",0,0,0,0,0,0
"TP53TG3E",0,0,0,0,0,0
"NPIPB5",85,239,164,101,62,148
"NPIPA7",0,0,0,0,0,0
"PRSS53",125,284,322,185,68,205
"PABPN1L",0,0,1,0,0,0
"TP53TG3.2",0,0,0,0,0,0
"CPHXL2",0,0,1,0,0,6
"DOK4",1263,958,2740,16262,1289,5954
"NPIPB2",0,11,67,18,6,4
"NPIPB7",1,7,9,3,0,0
"ENSG00000260772",0,0,0,0,0,0
"NQO1",4633,4307,3343,7568,1872,4306
"NQO1-AS1",0,0,0,0,0,0
"NQO1-DT",26,18,49,9,5,7
"NOB1",3238,3854,4589,3740,3293,2719
"ENSG00000260290",46,72,146,107,65,60
"ENSG00000252443",0,0,0,0,0,0
"NFAT5",4026,3021,4062,2813,1907,3266
"ENSG00000260664",2,8,12,4,2,2
"CA5A",0,0,0,0,0,0
"ENSG00000270385",0,0,0,2,0,0
"ENSG00000260443",0,1,3,0,0,0
"ENSG00000261193",0,0,0,0,0,1
"ENSG00000205037",0,9,4,2,0,2
"ENSG00000289563",0,0,1,0,0,0
"ENSG00000260162",0,0,0,0,0,0
"LOC105371401",0,0,0,3,0,0
"ENSG00000260420",0,0,0,0,0,0
"ENSG00000261816",0,0,0,0,0,0
"BANP",1297,1478,1968,911,665,1247
"RNA5SP428",0,0,0,0,0,0
"ENSG00000286928",0,0,0,0,0,0
"ENSG00000246898",0,7,14,4,0,6
"ENSG00000289353",70,41,194,88,53,95
"BEAN1",37,3,56,33,20,15
"USP7",14343,25683,21252,19980,12831,17836
"BOLA2.1",0,0,0,0,0,0
"BOLA2-SMG1P6",0,6,10,6,6,2
"NUTF2",8307,11099,11784,11445,7660,8545
"ENSG00000289151",16,19,30,15,10,12
"ENSG00000287256",0,0,0,0,0,0
"ENSG00000289307",0,0,5,2,0,5
"ENSG00000260166",0,2,0,1,0,2
"ENSG00000263307",7,4,13,4,11,15
"ENSG00000289551",0,0,4,0,0,0
"LOC105371256",6,5,20,10,2,8
"ENSG00000289889",0,0,4,0,2,0
"ENSG00000279255",1,0,4,1,6,2
"LOC124903629",6,3,3,2,3,4
"LOC107984901",0,0,0,0,0,0
"LINC03064",0,0,0,0,0,0
"SYNAGE",48,69,141,113,48,21
"ENSG00000283003",0,0,0,0,0,0
"ENSG00000288854",0,0,0,0,0,0
"UBE2I-AS1",28,4,2,0,0,0
"ENSG00000289930",0,0,0,0,0,0
"ENSG00000262097",0,0,4,0,2,2
"ENSG00000289932",0,0,0,0,0,0
"ENSG00000289937",2,0,7,1,3,0
"ENSG00000260944",0,0,0,1,0,0
"LINC01569",82,66,314,34,106,27
"LINC01572",213,142,267,113,145,102
"LINC02192",2,33,6,29,0,20
"LOC102723323",2,3,11,4,5,0
"CRNDE",731,347,1282,335,292,444
"SNAI3-AS1",170,159,326,82,133,171
"LINC02195",1,3,7,1,20,0
"ENSG00000260498",4,2,15,1,7,1
"MAFTRR",11,3,35,5,3,4
"LOC124900372",364,358,731,273,224,368
"RUSF1-DT",9,3,26,3,9,3
"ZFHX3-AS1",217,253,382,131,186,170
"CEDORA",6,4,6,6,2,6
"NUP93-DT",6,4,12,10,6,8
"DNAJA2-DT",11,26,41,12,20,14
"LOC105371240",127,30,218,29,108,17
"ENSG00000276075",6,3,17,9,5,13
"ENSG00000262370",1,163,3,18,1,58
"TMC5-AS1",0,6,1,2,0,1
"ENSG00000290010",0,0,0,0,0,0
"ENSG00000289004",25,76,68,68,37,54
"ZNF778-DT",114,80,230,94,128,78
"LOC105371123",0,0,1,0,0,0
"ENSG00000214725",41,18,28,14,31,7
"ENSG00000255198",93,158,138,164,119,167
"ENSG00000277369",10,22,18,22,16,26
"ENSG00000260018",10,32,77,38,20,21
"ENSG00000290038",0,0,0,0,0,0
"ZNF213-AS1",412,586,1047,692,429,579
"COG4",3202,5654,5177,4404,3293,4693
"ENSG00000289073",5,15,29,11,8,4
"CLEC16A",1025,1806,1562,2019,899,1925
"ENSG00000287121",0,0,0,0,1,0
"ENSG00000263033",0,5,2,6,0,1
"ENSG00000285527",0,0,0,0,0,0
"LOC101928708",0,0,0,0,0,0
"ENSG00000261651",0,0,0,0,0,0
"LOC101928682",0,0,0,0,0,0
"ENSG00000243705",0,0,0,0,0,0
"ENSG00000280419",0,0,0,0,0,6
"ENSG00000131152",0,0,0,0,0,0
"C16orf95-DT",16,13,39,14,8,8
"ENSG00000270082",0,0,0,0,0,0
"FBXO31",1230,1898,1562,1976,1091,1782
"ENSG00000269901",1,5,0,4,0,4
"MAP1LC3B",4095,4736,5103,4747,3843,4307
"ENSG00000261592",0,0,0,2,0,3
"NR3C1P1",0,0,0,0,0,0
"ENSG00000276337",57,24,72,15,39,15
"ENSG00000289722",0,0,0,0,0,0
"ENSG00000260714",16,2,13,4,12,3
"LINC02175",142,27,306,12,103,13
"ENSG00000271105",14,2,34,2,13,0
"ENSG00000263326",15,0,30,0,24,1
"LCMT1-AS1",21,25,15,16,17,2
"LOC100421173",6,2,6,0,0,0
"ENSG00000275494",60,44,98,24,63,30
"LCMT1",3263,2670,4218,2424,2542,1897
