"","E5C3_E8","E5C3_L3i","H9_E8","H9_L3i","RUES02_E8","RUES02_L3i"
"ENSG00000213793",520,1019,862,1153,552,1148
"ENSG00000170909",667,46,1355,47,189,30
"ENSG00000130244",350,452,400,350,285,389
"ENSG00000161888",1867,1371,2581,1435,1525,887
"ENSG00000167749",4,0,29,2,10,0
"ENSG00000267879",19,2,30,0,8,3
"ENSG00000269741",0,0,0,0,0,0
"ENSG00000288731",0,0,0,0,0,0
"ENSG00000267605",0,9,46,20,22,20
"ENSG00000268751",173,34,22,7,82,14
"ENSG00000264515",6,9,7,6,2,0
"ENSG00000289254",3,0,0,2,0,2
"ENSG00000288919",91,72,129,36,54,43
"ENSG00000288790",0,0,0,0,0,0
"ENSG00000231412",5,4,12,17,4,1
"ENSG00000289333",0,0,0,0,0,0
"ENSG00000289115",29,23,17,8,30,1
"ENSG00000289030",1,0,1,0,0,0
"ENSG00000233527",96,105,217,98,182,141
"ENSG00000267262",0,0,0,0,0,0
"ENSG00000268055",1,8,6,5,3,0
"ENSG00000269386",56,168,223,148,110,104
"ENSG00000267698",58,19,68,20,44,14
"ENSG00000186019",26,60,38,34,21,79
"ENSG00000289330",0,0,2,0,0,0
"ENSG00000269439",38,45,79,47,61,58
"ENSG00000288906",0,0,0,0,0,0
"ENSG00000288827",203,230,323,170,117,197
"ENSG00000269416",1372,2356,2371,1633,1553,1594
"ENSG00000288815",28,13,20,12,23,5
"ENSG00000288899",47,53,76,38,58,32
"ENSG00000288770",1,4,15,2,3,5
"ENSG00000130669",5095,6033,10581,7634,5509,5231
"ENSG00000167618",0,0,0,2,0,0
"ENSG00000213016",0,0,0,0,0,0
"ENSG00000235181",0,0,0,0,0,0
"ENSG00000239998",0,1,0,0,0,0
"ENSG00000269271",0,0,0,0,0,0
"ENSG00000104974",0,0,0,0,0,0
"ENSG00000238094",0,0,0,0,0,0
"ENSG00000104972",0,0,0,0,0,0
"ENSG00000224730",0,0,0,0,0,0
"ENSG00000277636",0,0,0,0,0,0
"ENSG00000242856",0,0,0,0,0,0
"ENSG00000237323",0,0,0,0,0,0
"ENSG00000225370",0,0,0,0,0,0
"ENSG00000186152",0,0,0,0,0,0
"ENSG00000228790",0,0,0,0,0,0
"ENSG00000170858",0,0,0,0,0,0
"ENSG00000242019",0,0,0,0,0,0
"ENSG00000215765",0,0,0,0,0,0
"ENSG00000243772",0,0,0,0,0,0
"ENSG00000242473",0,0,0,0,0,0
"ENSG00000125498",0,0,0,0,0,0
"ENSG00000264257",0,0,0,0,0,0
"ENSG00000167633",0,0,0,0,0,0
"ENSG00000240403",0,0,0,0,0,0
"ENSG00000199308",0,0,0,0,0,0
"ENSG00000186431",0,2,0,2,0,0
"ENSG00000268734",0,0,0,0,0,0
"ENSG00000186818",0,0,0,0,0,2
"ENSG00000105185",2822,3381,4001,3396,2323,2549
"ENSG00000105186",4452,2496,5727,2202,4406,2659
"ENSG00000201388",1,2,4,1,0,1
"ENSG00000242325",4,1,4,6,3,6
"ENSG00000242436",0,0,0,0,0,0
"ENSG00000267557",0,0,0,0,0,0
"ENSG00000186326",7,0,0,0,12,0
"ENSG00000213965",170,267,284,453,227,306
"ENSG00000267567",0,2,0,3,0,0
"ENSG00000173809",158,120,295,108,140,126
"ENSG00000267245",0,0,0,0,1,1
"ENSG00000021488",4,1,20,2,0,5
"ENSG00000267555",0,0,0,0,0,0
"ENSG00000201967",0,0,0,0,0,0
"ENSG00000223060",0,6,2,1,1,4
"ENSG00000179709",0,0,0,0,0,0
"ENSG00000171487",0,0,0,0,0,0
"ENSG00000197213",0,4,0,0,0,0
"ENSG00000268889",12,6,44,1,19,2
"ENSG00000213822",0,0,0,0,0,0
"ENSG00000269553",0,0,0,0,0,0
"ENSG00000284034",0,0,0,0,0,0
"ENSG00000126266",0,0,1,4,0,2
"ENSG00000276980",0,0,0,0,0,0
"ENSG00000125730",2819,38,3523,374,759,160
"ENSG00000224910",1,0,9,0,8,0
"ENSG00000267626",0,0,4,0,0,5
"ENSG00000249115",1359,3427,2689,2639,1459,2399
"ENSG00000126254",4775,6093,6079,6833,4310,5263
"ENSG00000105672",47,36,49,38,24,35
"ENSG00000126267",8040,9903,9952,8365,6328,6974
"ENSG00000105668",60,13,243,10,47,7
"ENSG00000226510",29,0,107,4,22,1
"ENSG00000102575",791,49,342,97,561,123
"ENSG00000278617",0,0,0,0,0,0
"ENSG00000129455",187,14,98,29,121,34
"ENSG00000175221",4170,6395,8212,6086,4423,4980
"ENSG00000207507",1,2,0,4,0,0
"ENSG00000172232",51,28,124,9,33,10
"ENSG00000196415",33,0,48,0,28,0
"ENSG00000268500",5,0,0,0,0,0
"ENSG00000174562",2,0,0,0,1,0
"ENSG00000167595",1127,1459,1948,1156,875,1113
"ENSG00000267631",0,0,0,0,0,0
"ENSG00000225950",64,9,142,57,77,90
"ENSG00000105251",120,4,123,20,138,43
"ENSG00000167664",14,0,65,4,26,2
"ENSG00000105255",2663,1489,4743,997,2511,1171
"ENSG00000178297",52,50,190,38,72,34
"ENSG00000129951",2851,1871,5218,2049,4139,2333
"ENSG00000198858",4106,4202,5795,4538,4154,3651
"ENSG00000116014",42,38,75,24,48,41
"ENSG00000267159",3,11,13,20,7,10
"ENSG00000197561",1,1,0,0,1,0
"ENSG00000259242",1,0,0,0,0,0
"ENSG00000089639",824,1609,1561,1197,1159,1259
"ENSG00000105726",3690,9125,5718,7687,3097,7043
"ENSG00000181896",1717,2705,2676,1832,1555,1841
"ENSG00000271283",3,2,15,4,1,0
"ENSG00000270402",7,6,6,1,6,6
"ENSG00000105708",428,440,636,385,331,386
"ENSG00000064547",2036,3239,2887,2652,1558,2380
"ENSG00000125744",624,1284,1055,1016,1011,1217
"ENSG00000213889",321,247,603,264,479,191
"ENSG00000125741",1499,2053,2609,2205,1301,1632
"ENSG00000177464",12,53,25,29,4,7
"ENSG00000284544",0,0,0,0,0,0
"ENSG00000018869",147,152,133,75,147,131
"ENSG00000196605",307,232,490,302,193,210
"ENSG00000197766",59,79,83,78,45,88
"ENSG00000105639",995,147,1591,138,668,137
"ENSG00000105640",18364,19693,30130,18680,18371,13115
"ENSG00000207166",0,0,0,0,0,0
"ENSG00000279617",0,0,2,0,2,0
"ENSG00000105641",162,64,266,50,149,36
"ENSG00000142405",97,775,38,1407,147,1369
"ENSG00000289102",86,366,154,252,85,255
"ENSG00000288953",45,648,136,548,59,447
"ENSG00000269825",134,700,109,1030,51,854
"ENSG00000197857",773,846,859,765,494,620
"ENSG00000189430",8,87,11,270,8,106
"ENSG00000275012",0,1,0,6,0,1
"ENSG00000022556",6735,14662,9582,20447,8678,17492
"ENSG00000243494",0,0,0,1,2,0
"ENSG00000267265",84,213,87,255,50,124
"ENSG00000088053",18,53,62,68,24,24
"ENSG00000267149",5,31,4,40,2,18
"ENSG00000160439",495,822,936,869,459,776
"ENSG00000189013",0,0,0,0,0,0
"ENSG00000268238",0,0,0,0,0,0
"ENSG00000124440",1521,755,2479,332,1453,618
"ENSG00000199796",0,0,3,0,0,2
"ENSG00000269124",3,3,14,3,3,8
"ENSG00000011485",6008,8866,9398,8079,5808,6608
"ENSG00000268810",0,0,0,0,0,0
"ENSG00000169515",1644,4353,2771,3240,2197,4217
"ENSG00000189348",4,0,0,2,9,0
"ENSG00000180532",9,0,4,1,8,4
"ENSG00000268536",2,9,13,10,0,2
"ENSG00000141965",217,439,388,438,280,384
"ENSG00000269604",0,0,0,0,0,0
"ENSG00000127666",188,24,158,286,127,216
"ENSG00000267484",0,0,0,0,0,0
"ENSG00000105355",4593,4695,7213,5635,3956,5251
"ENSG00000205784",0,0,0,0,1,0
"ENSG00000276043",634,5596,2613,6848,1127,4370
"ENSG00000267059",0,0,0,0,0,0
"ENSG00000127540",1654,2562,1961,2208,1463,1792
"ENSG00000263409",0,1,0,0,0,0
"ENSG00000252933",0,4,3,2,0,4
"ENSG00000171124",2,0,45,0,15,23
"ENSG00000289539",37,19,30,8,15,22
"ENSG00000240626",0,0,0,0,0,0
"ENSG00000277013",371,237,709,158,328,183
"ENSG00000166359",31,48,106,35,32,11
"ENSG00000289378",41,52,204,77,80,54
"ENSG00000130881",2094,1441,4948,1771,2787,1144
"ENSG00000267054",0,0,0,0,0,0
"ENSG00000273420",0,0,0,0,0,0
"ENSG00000130876",87,28,207,21,57,36
"ENSG00000267714",2,0,6,1,2,0
"ENSG00000270212",0,0,0,0,0,0
"ENSG00000267580",0,0,0,0,0,0
"ENSG00000267727",0,0,0,0,0,0
"ENSG00000267296",260,157,424,155,251,143
"ENSG00000267130",9,2,12,4,7,10
"ENSG00000243864",0,0,0,10,0,2
"ENSG00000266899",0,2,0,4,0,2
"ENSG00000153879",4611,3217,5873,3106,3128,2706
"ENSG00000266985",0,0,0,0,0,0
"ENSG00000232429",2,4,2,8,2,2
"ENSG00000104904",20483,23044,27345,22242,17442,15570
"ENSG00000273734",0,0,0,0,0,0
"ENSG00000188305",10,4,16,1,2,4
"ENSG00000288156",0,0,9,5,0,0
"ENSG00000220008",42,0,140,2,64,4
"ENSG00000250799",5,0,2,8,0,0
"ENSG00000229833",306,449,425,357,270,353
"ENSG00000076944",311,658,482,568,261,552
"ENSG00000124299",4110,5182,5422,4440,3343,3856
"ENSG00000177558",0,0,2,0,3,0
"ENSG00000262497",6,4,2,11,8,4
"ENSG00000271366",24,33,21,10,5,35
"ENSG00000268947",34,56,48,32,10,41
"ENSG00000288942",0,2,1,1,0,1
"ENSG00000105698",6211,7133,10663,7003,5137,5583
"ENSG00000105697",0,2,4,4,1,2
"ENSG00000105695",16,4,45,0,14,4
"ENSG00000105699",8978,11290,12002,8321,6539,8727
"ENSG00000268034",24,21,27,36,8,20
"ENSG00000269800",5,0,10,11,6,2
"ENSG00000268355",0,0,2,0,1,0
"ENSG00000268027",0,0,16,0,2,0
"ENSG00000007129",2,0,39,2,0,0
"ENSG00000280014",0,0,1,0,0,0
"ENSG00000269266",0,0,0,0,0,0
"ENSG00000105352",0,0,0,0,0,0
"ENSG00000268997",0,0,0,0,0,0
"ENSG00000269354",0,0,0,0,0,0
"ENSG00000268582",0,0,0,0,0,0
"ENSG00000007306",14,0,0,0,0,0
"ENSG00000105388",0,0,0,0,0,0
"ENSG00000267881",0,0,0,0,0,0
"ENSG00000086548",0,0,0,0,0,0
"ENSG00000268833",0,0,0,0,0,0
"ENSG00000170956",0,0,0,0,0,0
"ENSG00000269119",0,7,11,2,1,3
"ENSG00000278239",0,0,0,0,0,0
"ENSG00000273111",2,0,1,0,0,0
"ENSG00000142025",0,0,0,0,8,0
"ENSG00000105372",53450,53566,71301,47936,43164,35374
"ENSG00000276926",1,20,8,14,0,7
"ENSG00000268041",66,0,88,6,29,2
"ENSG00000105404",1456,1138,1939,1391,1281,1074
"ENSG00000285505",0,0,0,0,0,0
"ENSG00000105409",166,52,268,58,230,39
"ENSG00000105369",22,10,43,16,13,14
"ENSG00000289748",0,0,0,0,0,0
"ENSG00000126453",3478,4658,6125,4427,3791,3180
"ENSG00000259108",0,0,0,0,0,1
"ENSG00000105612",2269,902,2587,1335,1834,1149
"ENSG00000267277",25,10,47,7,13,7
"ENSG00000202357",0,1,1,0,1,1
"ENSG00000274713",2,6,4,0,1,0
"ENSG00000244080",3,1,0,2,0,0
"ENSG00000130165",2346,4348,3723,4693,2612,3313
"ENSG00000105392",6,0,46,16,2,6
"ENSG00000178928",0,2,2,0,2,0
"ENSG00000130475",1762,684,2798,433,1650,547
"ENSG00000072062",2877,3131,5800,4210,2938,3134
"ENSG00000289762",0,0,0,0,0,0
"ENSG00000276030",2,2,0,2,4,1
"ENSG00000268442",3,4,6,2,0,6
"ENSG00000171051",1,0,2,0,0,0
"ENSG00000105397",1549,3559,2911,3024,1402,3325
"ENSG00000251369",771,947,1197,680,820,947
"ENSG00000259009",1,2,0,0,2,2
"ENSG00000105398",0,0,2,32,0,0
"ENSG00000188493",1591,2317,3123,1716,1500,1643
"ENSG00000077312",9106,9360,16654,8724,10502,6204
"ENSG00000261857",0,0,0,0,0,1
"ENSG00000086544",1445,1519,1398,1575,987,1341
"ENSG00000167807",0,0,0,0,0,0
"ENSG00000268400",0,0,1,0,0,0
"ENSG00000105613",1063,382,1698,151,1113,249
"ENSG00000105499",438,4,1036,16,200,9
"ENSG00000269420",4,0,5,0,3,0
"ENSG00000269534",3,21,3,4,4,6
"ENSG00000269321",4,2,2,1,0,0
"ENSG00000185453",1364,659,2784,647,1447,488
"ENSG00000105483",1539,1116,3209,725,1099,951
"ENSG00000280353",5,4,4,2,5,1
"ENSG00000268583",11,12,18,10,1,11
"ENSG00000268001",4,20,14,17,2,29
"ENSG00000268186",8,6,11,25,6,15
"ENSG00000178150",1117,943,896,1230,571,774
"ENSG00000105479",270,34,354,21,218,50
"ENSG00000142227",1507,643,1029,1896,533,1035
"ENSG00000105486",4881,7666,10010,6115,5005,5751
"ENSG00000172081",625,785,1000,1045,456,814
"ENSG00000099840",69,56,78,37,41,62
"ENSG00000239988",0,0,1,0,0,0
"ENSG00000131944",223,449,349,326,202,252
"ENSG00000127530",22,20,21,11,10,20
"ENSG00000115257",542,331,1040,181,409,325
"ENSG00000142396",110,373,304,373,158,334
"ENSG00000105650",23,23,29,6,6,7
"ENSG00000204532",0,0,5,0,0,0
"ENSG00000234465",281,187,429,236,277,117
"ENSG00000186838",331,79,887,93,527,82
"ENSG00000204595",2,4,0,2,0,0
"ENSG00000179873",4,4,0,0,0,0
"ENSG00000269720",10,9,149,12,16,8
"ENSG00000228567",0,0,0,0,0,0
"ENSG00000284638",2,0,22,0,6,0
"ENSG00000160007",7774,9022,14107,8084,8202,7925
"ENSG00000130751",992,445,1101,268,872,209
"ENSG00000130748",1678,1847,2408,1901,1511,1688
"ENSG00000130749",2265,8641,5726,7295,3197,5671
"ENSG00000142230",19959,24264,26160,23121,18141,18130
"ENSG00000105327",6538,2358,4428,1857,3199,2222
"ENSG00000265134",0,0,0,0,0,0
"ENSG00000284411",0,0,0,0,0,0
"ENSG00000286669",0,1,5,2,4,2
"ENSG00000105321",2772,2477,3451,2740,2199,2146
"ENSG00000257704",223,265,430,370,190,287
"ENSG00000267858",83,120,167,110,46,79
"ENSG00000226696",161,105,370,112,134,76
"ENSG00000267530",18,67,38,95,46,102
"ENSG00000160877",14560,23391,19981,20351,13909,17816
"ENSG00000099341",8232,10809,9430,10795,6809,8481
"ENSG00000065000",18695,22449,28397,22766,15784,18852
"ENSG00000130812",14,11,26,198,14,29
"ENSG00000104856",1153,511,1071,480,703,455
"ENSG00000104859",3241,5358,5736,4534,3320,4126
"ENSG00000207003",2,1,1,2,1,4
"ENSG00000170684",424,1306,486,958,341,825
"ENSG00000267348",30,34,53,41,10,42
"ENSG00000142252",60,131,97,115,59,99
"ENSG00000267346",2,3,1,4,2,0
"ENSG00000104946",2380,3126,3962,2458,2147,2617
"ENSG00000213024",4925,11637,9281,9403,5286,6404
"ENSG00000161652",10,2,31,1,158,1
"ENSG00000276002",0,2,1,0,0,0
"ENSG00000063244",17142,27336,25287,22790,15616,20718
"ENSG00000130758",2012,2121,3340,1474,1085,1656
"ENSG00000174521",2,20,12,18,9,9
"ENSG00000105219",44,13,8,20,53,40
"ENSG00000105221",7043,12109,12309,10182,6288,9246
"ENSG00000205041",60,229,141,85,76,101
"ENSG00000207631",17,33,42,20,14,27
"ENSG00000206674",0,0,2,0,0,0
"ENSG00000160392",788,1465,992,1681,605,1253
"ENSG00000207281",0,0,0,0,0,0
"ENSG00000206925",0,0,0,0,1,0
"ENSG00000279759",33,146,131,48,28,77
"ENSG00000090013",3201,1835,2665,1338,1966,1062
"ENSG00000088038",5515,9106,9008,7740,5784,6437
"ENSG00000205790",21,54,24,26,11,50
"ENSG00000287884",3,7,1,7,0,3
"ENSG00000207630",0,2,0,0,0,0
"ENSG00000288742",0,0,0,0,0,0
"ENSG00000289845",0,0,0,0,0,0
"ENSG00000253392",8,19,22,7,8,7
"ENSG00000267147",8,9,21,21,4,16
"ENSG00000268081",0,0,2,0,0,0
"ENSG00000269072",4,0,13,0,9,0
"ENSG00000267383",393,1034,389,798,395,1106
"ENSG00000225872",77,252,178,110,72,180
"ENSG00000267339",4,65,13,18,2,18
"ENSG00000289915",16,5,11,0,3,2
"ENSG00000289428",30,16,49,16,24,10
"ENSG00000289246",0,0,0,0,0,0
"ENSG00000272473",17,21,12,26,18,24
"ENSG00000290166",2,3,1,13,7,5
"ENSG00000267191",16,22,26,8,24,23
"ENSG00000225975",46,53,114,64,55,44
"ENSG00000269696",14,35,22,22,28,23
"ENSG00000286125",0,0,2,0,2,0
"ENSG00000289297",61,46,110,33,123,30
"ENSG00000267575",5,21,396,265,236,247
"ENSG00000268119",744,549,1048,922,1695,684
"ENSG00000289985",36,44,67,39,40,31
"ENSG00000289543",2,1,2,2,2,2
"ENSG00000268038",0,0,0,0,0,0
"ENSG00000267475",15,17,36,37,15,31
"ENSG00000213904",98,17,171,16,112,18
"ENSG00000290008",6,3,5,6,1,3
"ENSG00000277383",33,63,101,57,73,54
"ENSG00000267751",74,27,184,42,122,64
"ENSG00000288837",1,0,6,1,8,0
"ENSG00000290058",5,0,2,0,1,0
"ENSG00000266983",4,7,33,17,22,3
"ENSG00000283103",125,206,308,240,177,180
"ENSG00000268516",134,321,324,296,133,250
"ENSG00000290068",0,0,1,0,0,0
"ENSG00000290070",0,1,0,0,0,4
"ENSG00000289255",13,35,56,18,28,14
"ENSG00000267107",4,4,0,2,0,0
"ENSG00000242779",431,680,775,1315,176,1323
"ENSG00000166770",0,0,0,0,727,24
"ENSG00000176840",10,2,16,0,2,4
"ENSG00000232677",3510,8386,5883,6101,3975,6188
"ENSG00000226686",20,29,52,40,6,4
"ENSG00000289471",0,0,0,0,0,0
"ENSG00000261824",14,41,1264,945,1059,772
"ENSG00000167747",5000,9325,7840,8051,4833,5992
"ENSG00000279529",16,31,71,52,22,28
"ENSG00000268061",16,10,41,13,21,21
"ENSG00000254887",5,0,2,0,1,1
"ENSG00000290088",1,0,2,0,1,0
"ENSG00000267053",16,76,52,92,20,67
"ENSG00000176593",671,920,1504,735,472,548
"ENSG00000288830",2,0,0,4,14,0
"ENSG00000130816",15394,22314,25578,17215,12469,15186
"ENSG00000130158",3947,4109,6823,2509,2306,3584
"ENSG00000267082",49,29,68,29,25,38
"ENSG00000267174",4,3,6,5,5,3
"ENSG00000099617",373,457,940,387,381,364
"ENSG00000185761",34,34,25,129,24,119
"ENSG00000142556",2001,2581,1926,2612,1921,2595
"ENSG00000256087",529,680,619,751,493,686
"ENSG00000275055",14,7,12,8,9,9
"ENSG00000260160",26,20,17,27,14,28
"ENSG00000197608",948,987,632,543,780,894
"ENSG00000270248",0,0,1,4,2,3
"ENSG00000204611",1834,2100,2220,1511,1813,1702
"ENSG00000267827",0,0,0,0,0,0
"ENSG00000268458",2,1,0,0,0,3
"ENSG00000243680",0,6,5,19,0,16
"ENSG00000196267",352,677,334,718,252,636
"ENSG00000267927",1,0,0,5,0,2
"ENSG00000274380",0,0,1,0,0,0
"ENSG00000268015",0,1,4,2,0,2
"ENSG00000277562",0,0,0,0,0,0
"ENSG00000207265",0,0,3,0,0,0
"ENSG00000196214",2119,2569,2909,1989,2027,1870
"ENSG00000208002",2,3,0,0,3,0
"ENSG00000269102",13,11,13,15,6,5
"ENSG00000198464",1123,4657,1865,3434,1170,2778
"ENSG00000269535",7,8,2,7,2,7
"ENSG00000167554",459,347,526,167,422,317
"ENSG00000221923",104,281,108,100,1157,1096
"ENSG00000269834",40,39,10,48,221,295
"ENSG00000277977",0,5,0,2,8,3
"ENSG00000167555",57,112,4,52,388,468
"ENSG00000269776",0,0,0,0,0,0
"ENSG00000198633",5,2,2,26,20,10
"ENSG00000288253",0,0,0,2,7,4
"ENSG00000105568",22656,28900,35792,26495,21020,20304
"ENSG00000271049",2,0,0,1,0,2
"ENSG00000252230",0,0,0,0,1,0
"ENSG00000268683",2,0,0,0,0,0
"ENSG00000279971",0,1,0,0,1,5
"ENSG00000269811",0,0,0,0,0,0
"ENSG00000279329",9,10,15,6,3,2
"ENSG00000089335",1561,2431,2632,1737,1361,1947
"ENSG00000274104",44,37,108,71,80,38
"ENSG00000197841",538,591,570,402,406,508
"ENSG00000153896",200,197,393,208,173,236
"ENSG00000270281",2,2,0,0,0,0
"ENSG00000267767",51,68,119,51,29,43
"ENSG00000270876",7,3,9,2,8,0
"ENSG00000227392",239,113,413,135,173,132
"ENSG00000275540",2,1,5,0,0,0
"ENSG00000286080",2,0,3,0,0,0
"ENSG00000271499",0,0,1,0,2,2
"ENSG00000266904",195,19,195,18,104,42
"ENSG00000287533",0,0,0,0,0,0
"ENSG00000267581",0,0,1,1,0,0
"ENSG00000267693",0,0,0,0,0,0
"ENSG00000081665",303,344,215,288,668,817
"ENSG00000267481",13,25,16,5,24,26
"ENSG00000270325",49,6,19,6,61,4
"ENSG00000256771",938,1241,976,906,1297,1834
"ENSG00000270270",0,3,0,2,1,8
"ENSG00000267565",48,49,72,38,75,79
"ENSG00000184635",2330,1723,2562,1964,2883,2868
"ENSG00000273791",3,8,2,7,0,5
"ENSG00000274800",1,0,0,0,0,0
"ENSG00000266916",52,61,113,47,96,29
"ENSG00000120784",607,715,972,806,459,490
"ENSG00000161551",877,1055,914,557,647,870
"ENSG00000269235",35,67,9,24,22,48
"ENSG00000272395",3,0,13,0,5,0
"ENSG00000290031",0,0,0,0,0,0
"ENSG00000269246",9,12,10,9,6,12
"ENSG00000221957",0,0,0,0,0,0
"ENSG00000269794",0,5,5,0,2,7
"ENSG00000182318",210,354,404,263,161,278
"ENSG00000277588",0,0,0,0,0,1
"ENSG00000121410",13,20,26,20,12,9
"ENSG00000268230",31,47,35,102,13,38
"ENSG00000268895",40,111,97,132,31,97
"ENSG00000279611",11,30,19,37,7,34
"ENSG00000174586",44,229,196,184,58,143
"ENSG00000268049",19,70,76,78,22,48
"ENSG00000269054",24,58,103,53,37,30
"ENSG00000252211",0,0,0,0,0,1
"ENSG00000152475",184,322,619,317,264,199
"ENSG00000083845",38268,39958,51967,37698,33743,27717
"ENSG00000266640",1,1,0,2,0,3
"ENSG00000269855",8,11,6,7,21,11
"ENSG00000268307",1,6,7,5,15,12
"ENSG00000171574",224,310,349,328,179,218
"ENSG00000232098",489,501,629,293,320,337
"ENSG00000268543",0,0,0,0,0,0
"ENSG00000268912",5,16,30,6,0,3
"ENSG00000131849",112,165,204,111,36,51
"ENSG00000269473",6,13,16,6,0,16
"ENSG00000249471",130,261,233,270,149,243
"ENSG00000083812",204,657,270,765,188,656
"ENSG00000083838",112,206,263,184,120,189
"ENSG00000269106",0,0,0,0,0,0
"ENSG00000083807",499,369,751,391,625,254
"ENSG00000252334",0,0,0,0,1,0
"ENSG00000265272",0,0,0,0,0,0
"ENSG00000273901",6,3,23,2,4,8
"ENSG00000119574",1188,2128,2204,1621,1115,1540
"ENSG00000267392",0,2,0,0,0,0
"ENSG00000205396",0,0,2,0,0,0
"ENSG00000280412",0,0,0,0,0,0
"ENSG00000167459",0,0,0,0,0,0
"ENSG00000267609",0,0,0,0,0,0
"ENSG00000277766",0,0,0,0,0,0
"ENSG00000142002",2041,4699,3037,4327,2044,3539
"ENSG00000283758",0,0,3,0,1,0
"ENSG00000286024",55,19,84,5,13,21
"ENSG00000087074",5255,2240,2300,3291,1829,2136
"ENSG00000161643",7,9,15,8,5,6
"ENSG00000286138",48,36,98,19,37,14
"ENSG00000104976",930,1060,1800,982,996,602
"ENSG00000127616",27205,34850,46505,30185,26121,27169
"ENSG00000099308",1070,846,1671,653,893,784
"ENSG00000287001",6,6,94,30,27,12
"ENSG00000105357",2038,980,5291,1514,3541,1269
"ENSG00000289950",5,1,3,8,2,3
"ENSG00000105664",6,2,4,4,12,2
"ENSG00000005007",10642,12621,15352,10993,11451,10664
"ENSG00000267106",228,311,513,259,247,232
"ENSG00000105088",9296,952,9249,600,6823,1120
"ENSG00000227349",0,0,0,0,0,0
"ENSG00000243130",0,0,0,0,0,0
"ENSG00000236932",0,0,0,0,0,0
"ENSG00000242221",0,0,0,0,0,0
"ENSG00000230529",2,0,0,0,0,0
"ENSG00000221826",2,0,0,0,0,0
"ENSG00000124467",25,0,0,0,0,0
"ENSG00000238092",0,0,0,0,0,0
"ENSG00000225877",0,0,0,0,0,0
"ENSG00000231924",2,0,0,0,0,0
"ENSG00000105443",4509,9653,9229,6235,2574,8217
"ENSG00000071564",14951,21639,28875,20713,17191,16317
"ENSG00000130402",28484,28861,35002,27439,21418,24636
"ENSG00000196961",8056,11384,14291,13178,7316,11024
"ENSG00000267450",0,0,0,0,0,0
"ENSG00000267517",0,0,0,0,0,0
"ENSG00000167460",38649,46398,48265,48418,26879,41935
"ENSG00000279198",107,157,187,79,105,113
"ENSG00000267373",2,2,0,0,0,0
"ENSG00000167461",1662,3099,2729,3008,1444,2040
"ENSG00000269243",10,37,9,20,11,18
"ENSG00000267310",0,0,0,0,0,0
"ENSG00000290363",0,0,0,0,0,0
"ENSG00000281379",0,0,0,0,0,0
"ENSG00000290384",0,0,0,0,0,0
"ENSG00000268758",0,0,0,0,0,0
"ENSG00000290427",0,0,0,0,0,0
"ENSG00000267343",0,0,1,0,0,0
"ENSG00000290463",0,0,0,0,0,0
"ENSG00000268834",0,0,0,0,0,0
"ENSG00000290507",0,0,0,0,0,0
"ENSG00000269332",0,0,0,0,0,0
"ENSG00000290587",0,0,0,0,0,0
"ENSG00000267623",0,0,1,0,0,0
"ENSG00000290593",0,0,0,0,0,0
"ENSG00000269516",0,0,3,9,0,1
"ENSG00000290595",0,0,0,0,0,0
"ENSG00000268153",0,0,0,0,0,0
"ENSG00000290598",0,0,0,0,0,0
"ENSG00000283269",0,0,0,0,1,3
"ENSG00000290606",0,1,0,0,5,9
"ENSG00000283525",0,0,0,0,0,0
"ENSG00000290609",0,0,0,0,0,0
"ENSG00000130612",0,0,0,0,0,0
"ENSG00000290611",10,4,15,1,6,0
"ENSG00000172148",0,0,0,0,0,0
"ENSG00000290701",0,0,0,0,0,0
"ENSG00000225980",0,0,0,0,0,0
"ENSG00000240225",0,0,0,0,0,0
"ENSG00000290720",516,501,257,231,727,362
"ENSG00000123870",183,519,146,232,139,279
"ENSG00000225868",0,0,0,0,0,0
"ENSG00000290722",61,36,65,25,54,28
"ENSG00000283251",0,0,0,0,0,0
"ENSG00000268864",0,2,2,0,1,1
"ENSG00000290755",0,0,2,0,0,0
"ENSG00000214189",3,10,6,6,2,2
"ENSG00000290812",77,67,163,47,61,38
"ENSG00000187847",0,0,0,0,0,0
"ENSG00000290821",0,0,0,0,0,0
"ENSG00000268849",1,0,0,0,0,0
"ENSG00000290859",0,0,0,0,0,0
"ENSG00000197588",0,0,0,0,0,0
"ENSG00000290915",0,0,1,0,0,0
"ENSG00000104970",0,0,0,0,0,0
"ENSG00000290933",0,0,0,0,0,0
"ENSG00000269118",0,0,7,2,4,0
"ENSG00000290987",0,0,0,0,0,0
"ENSG00000196381",0,2,0,1,0,0
"ENSG00000290988",0,24,4,18,3,17
"ENSG00000239736",0,0,0,0,0,0
"ENSG00000267453",0,0,0,0,0,0
"ENSG00000291059",2,0,0,0,0,0
"ENSG00000256612",0,0,0,0,0,0
"ENSG00000291083",40,4,46,5,17,11
"ENSG00000226025",0,0,0,0,0,0
"ENSG00000291086",0,0,6,0,0,0
"ENSG00000267640",5,7,12,7,8,1
"ENSG00000291089",210,156,48,12,332,176
"ENSG00000234773",0,0,0,0,0,0
"ENSG00000291101",28,35,11,7,116,12
"ENSG00000171101",0,0,0,0,0,0
"ENSG00000291114",0,0,4,0,2,2
"ENSG00000214855",0,0,0,0,0,0
"ENSG00000291128",3,6,1,15,6,11
"ENSG00000231205",0,0,0,0,0,0
